station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BVU,2021-12-23 00:15,-114.8611,35.9475,671.00,51.80,30.20,43.32,40.00,6.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KBVU 230015Z AUTO 04006KT 10SM CLR 11/M01 A3002 RMK AO2,M
RTS,2021-12-23 00:15,-119.8764,39.6682,1539.00,42.80,32.00,65.38,260.00,19.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.72,KRTS 230015Z AUTO 26019KT 10SM CLR 06/M00 A2989 RMK AO2,M
TMT,2021-12-23 00:15,-117.1971,39.4643,1749.34,40.00,25.30,55.59,180.00,5.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.78,KTMT 230015Z AUTO 18005KT 10SM CLR 04/M04 A2994 RMK AO2 T00441037,M
BAM,2021-12-23 00:15,-116.8743,40.5990,1382.36,33.80,30.20,86.49,10.00,5.00,0.00,29.93,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,28.53,KBAM 230015Z AUTO 01005KT 10SM OVC070 01/M01 A2993 RMK AO1,M
HTH,2021-12-23 00:15,-118.6315,38.5448,1282.89,41.00,26.60,56.22,240.00,4.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,KHTH 230015Z AUTO 24004KT 10SM CLR 05/M03 A2991 RMK A01,M
MEV,2021-12-23 00:15,-119.7500,38.9963,1441.42,42.80,35.60,75.50,0.00,0.00,0.00,29.90,M,10.00,M,BKN,BKN,OVC,M,4000.00,4600.00,5500.00,M,M,M,M,M,M,M,M,42.80,KMEV 230015Z AUTO 00000KT 10SM BKN040 BKN046 OVC055 06/02 A2990 RMK AO2,M
CXP,2021-12-23 00:15,-119.7326,39.1923,1431.00,48.20,33.80,57.26,M,6.00,0.00,29.90,M,10.00,11.00,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,45.04,KCXP 230015Z AUTO VRB06G11KT 160V230 10SM FEW060 09/01 A2990 RMK AO2,M
05U,2021-12-23 00:15,-116.0051,39.6042,1811.23,30.20,15.80,54.59,210.00,3.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.63,K05U 230015Z AUTO 21003KT 10SM CLR M01/M09 A2997 RMK A01,M
BVU,2021-12-23 00:35,-114.8611,35.9475,671.00,51.80,28.40,40.25,30.00,7.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KBVU 230035Z AUTO 03007KT 10SM CLR 11/M02 A3002 RMK AO2,M
RTS,2021-12-23 00:35,-119.8764,39.6682,1539.00,42.80,32.00,65.38,250.00,11.00,0.00,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.11,KRTS 230035Z AUTO 25011KT 10SM CLR 06/M00 A2988 RMK AO2,M
CXP,2021-12-23 00:35,-119.7326,39.1923,1431.00,48.20,33.80,57.26,210.00,6.00,0.00,29.91,M,10.00,M,SCT,BKN,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,45.04,KCXP 230035Z AUTO 21006KT 10SM SCT050 BKN060 09/01 A2991 RMK AO2,M
