station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BVU,2023-03-19 00:15,-114.8611,35.9475,671.00,62.60,12.20,13.68,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KBVU 190015Z AUTO 00000KT 10SM CLR 17/M11 A3008 RMK AO2,M
CXP,2023-03-19 00:15,-119.7326,39.1923,1431.00,53.60,24.80,32.46,300.00,7.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KCXP 190015Z AUTO 30007KT 10SM CLR 12/M04 A3002 RMK AO2,M
RTS,2023-03-19 00:15,-119.8764,39.6682,1539.00,51.80,23.00,32.17,290.00,3.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KRTS 190015Z AUTO 29003KT 10SM CLR 11/M05 A3002 RMK AO2,M
05U,2023-03-19 00:15,-116.0051,39.6042,1811.23,M,M,M,130.00,11.00,0.00,30.10,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 190015Z AUTO 13011KT 9SM CLR A3010 RMK A01,M
MEV,2023-03-19 00:15,-119.7500,38.9963,1441.42,53.60,24.80,32.46,240.00,5.00,0.00,30.01,M,0.25,M,VV ,M,M,M,0.00,M,M,M,-RA HZ,M,M,M,M,M,M,53.60,KMEV 190015Z AUTO 24005KT M1/4SM -RA HZ VV000 12/M04 A3001 RMK AO2,M
BAM,2023-03-19 00:15,-116.8743,40.5990,1382.36,53.60,24.80,32.46,140.00,4.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KBAM 190015Z AUTO 14004KT 10SM CLR 12/M04 A3007 RMK AO1,M
HTH,2023-03-19 00:15,-118.6315,38.5448,1282.89,57.20,10.40,15.31,200.00,9.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KHTH 190015Z AUTO 20009KT 10SM CLR 14/M12 A3001 RMK A01,M
TMT,2023-03-19 00:15,-117.1971,39.4643,1749.34,49.60,18.10,28.34,0.00,0.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,49.60,KTMT 190015Z AUTO 00000KT 10SM CLR 10/M08 A3006 RMK AO2 T00981077,M
HTH,2023-03-19 00:30,-118.6315,38.5448,1282.89,57.20,10.40,15.31,180.00,9.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KHTH 190030Z AUTO 18009KT 10SM CLR 14/M12 A3001 RMK A01,M
BVU,2023-03-19 00:35,-114.8611,35.9475,671.00,62.60,12.20,13.68,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KBVU 190035Z AUTO 00000KT 10SM CLR 17/M11 A3008 RMK AO2,M
CXP,2023-03-19 00:35,-119.7326,39.1923,1431.00,53.60,26.60,34.98,290.00,7.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KCXP 190035Z AUTO 29007KT 10SM CLR 12/M03 A3001 RMK AO2,M
RTS,2023-03-19 00:35,-119.8764,39.6682,1539.00,51.80,23.00,32.17,290.00,7.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KRTS 190035Z AUTO 29007KT 10SM CLR 11/M05 A3001 RMK AO2,M
05U,2023-03-19 00:35,-116.0051,39.6042,1811.23,M,M,M,130.00,9.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 190035Z AUTO 13009KT 10SM CLR A3010 RMK A01,M
