station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
05U,2021-12-14 00:05,-116.0051,39.6042,1811.23,39.20,14.00,35.26,170.00,21.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.46,K05U 140005Z AUTO 17021KT 10SM CLR 04/M10 A2977 RMK A01,M
TMT,2021-12-14 00:10,-117.1971,39.4643,1749.34,41.50,22.30,46.08,210.00,15.00,0.00,29.68,M,10.00,24.00,SCT,SCT,M,M,9000.00,11000.00,M,M,M,M,M,M,M,M,M,33.10,KTMT 140010Z AUTO 21015G24KT 10SM SCT090 SCT110 05/M05 A2968 RMK AO2 T00531054,M
MEV,2021-12-14 00:15,-119.7500,38.9963,1441.42,37.40,33.80,86.69,160.00,23.00,0.00,29.62,M,5.00,29.00,FEW,M,M,M,2600.00,M,M,M,-RA BR,M,M,M,M,M,M,25.57,KMEV 140015Z AUTO 16023G29KT 5SM -RA BR FEW026 03/01 A2962 RMK AO2,M
RTS,2021-12-14 00:15,-119.8764,39.6682,1539.00,37.40,33.80,86.69,170.00,17.00,0.00,29.57,M,3.00,22.00,FEW,SCT,BKN,M,1100.00,1600.00,2100.00,M,+UP,M,M,M,M,M,M,27.15,KRTS 140015Z AUTO 17017G22KT 3SM +UP FEW011 SCT016 BKN021 03/01 A2957 RMK AO2,M
HTH,2021-12-14 00:15,-118.6315,38.5448,1282.89,46.40,33.80,61.28,150.00,23.00,0.00,29.66,M,10.00,36.00,FEW,FEW,BKN,M,3100.00,4100.00,4700.00,M,M,M,M,M,M,M,M,37.67,KHTH 140015Z AUTO 15023G36KT 10SM FEW031 FEW041 BKN047 08/01 A2966 RMK A01,M
BAM,2021-12-14 00:15,-116.8743,40.5990,1382.36,48.20,23.00,36.78,150.00,21.00,0.00,29.63,M,10.00,25.00,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,40.46,KBAM 140015Z AUTO 15021G25KT 10SM BKN100 09/M05 A2963 RMK AO1,M
BVU,2021-12-14 00:15,-114.8611,35.9475,671.00,53.60,24.80,32.46,120.00,11.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KBVU 140015Z AUTO 12011KT 10SM CLR 12/M04 A3000 RMK AO2,M
CXP,2021-12-14 00:15,-119.7326,39.1923,1431.00,39.20,33.80,80.79,180.00,12.00,0.00,29.63,M,3.00,23.00,CLR,M,M,M,M,M,M,M,-UP,M,M,M,M,M,M,31.17,KCXP 140015Z AUTO 18012G23KT 3SM -UP CLR 04/01 A2963 RMK AO2,M
TMT,2021-12-14 00:30,-117.1971,39.4643,1749.34,40.50,23.20,49.75,210.00,13.00,0.00,29.68,M,10.00,16.00,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,32.46,KTMT 140030Z AUTO 21013G16KT 10SM BKN080 05/M05 A2968 RMK AO2 T00471049,M
05U,2021-12-14 00:30,-116.0051,39.6042,1811.23,39.20,14.00,35.26,190.00,11.00,0.00,29.79,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.57,K05U 140030Z AUTO 19011G19KT 10SM CLR 04/M10 A2979 RMK A01,M
MEV,2021-12-14 00:35,-119.7500,38.9963,1441.42,37.40,33.80,86.69,150.00,19.00,0.00,29.62,M,9.00,26.00,BKN,BKN,M,M,2800.00,3300.00,M,M,-RA,M,M,M,M,M,M,26.58,KMEV 140035Z AUTO 15019G26KT 9SM -RA BKN028 BKN033 03/01 A2962 RMK AO2,M
RTS,2021-12-14 00:35,-119.8764,39.6682,1539.00,35.60,33.80,93.08,180.00,17.00,0.00,29.57,M,5.00,M,SCT,BKN,BKN,M,1100.00,1500.00,2100.00,M,-RA,M,M,M,M,M,M,24.79,KRTS 140035Z AUTO 18017KT 5SM -RA SCT011 BKN015 BKN021 02/01 A2957 RMK AO2,M
BVU,2021-12-14 00:35,-114.8611,35.9475,671.00,53.60,24.80,32.46,130.00,8.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KBVU 140035Z AUTO 13008KT 10SM CLR 12/M04 A3000 RMK AO2,M
CXP,2021-12-14 00:35,-119.7326,39.1923,1431.00,39.20,33.80,80.79,180.00,11.00,0.00,29.63,M,3.00,19.00,FEW,M,M,M,1400.00,M,M,M,-RA,M,M,M,M,M,M,31.57,KCXP 140035Z AUTO 18011G19KT 3SM -RA FEW014 04/01 A2963 RMK AO2,M
BAM,2021-12-14 00:35,-116.8743,40.5990,1382.36,48.20,23.00,36.78,160.00,20.00,0.00,29.64,M,10.00,26.00,SCT,SCT,OVC,M,6500.00,7500.00,10000.00,M,M,M,M,M,M,M,M,40.66,KBAM 140035Z AUTO 16020G26KT 10SM SCT065 SCT075 OVC100 09/M05 A2964 RMK AO1,M
HTH,2021-12-14 00:35,-118.6315,38.5448,1282.89,44.60,32.00,61.03,140.00,30.00,0.00,29.66,M,10.00,36.00,FEW,SCT,BKN,M,3200.00,4400.00,7500.00,M,M,M,M,M,M,M,M,34.03,KHTH 140035Z AUTO 14030G36KT 10SM FEW032 SCT044 BKN075 07/00 A2966 RMK A01,M
05U,2021-12-14 00:45,-116.0051,39.6042,1811.23,37.40,14.00,37.84,180.00,10.00,0.00,29.79,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.74,K05U 140045Z AUTO 18010G22KT 10SM CLR 03/M10 A2979 RMK A01,M
TMT,2021-12-14 00:50,-117.1971,39.4643,1749.34,40.60,22.30,47.71,210.00,17.00,0.00,29.68,M,10.00,22.00,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,31.34,KTMT 140050Z AUTO 21017G22KT 10SM OVC080 05/M05 A2968 RMK AO2 T00481054,M
DRA,2021-12-14 00:53,-116.0278,36.6206,1009.00,46.00,19.00,33.72,300.00,5.00,0.00,29.91,1012.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.02,KDRA 140053Z AUTO 30005KT 10SM CLR 08/M07 A2991 RMK AO2 SLP126 T00781072,M
