station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BVU,2024-07-16 00:15,-114.8611,35.9475,671.00,104.00,41.00,11.79,200.00,9.00,0.00,29.85,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.97,KBVU 160015Z AUTO 20009G15KT 10SM CLR 40/05 A2985 RMK AO2,M
CXP,2024-07-16 00:15,-119.7326,39.1923,1431.00,86.00,41.00,20.54,190.00,13.00,0.00,30.21,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.86,KCXP 160015Z AUTO 19013G22KT 10SM CLR 30/05 A3021 RMK AO2,M
RTS,2024-07-16 00:15,-119.8764,39.6682,1539.00,78.80,41.00,25.95,250.00,23.00,0.00,30.20,M,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KRTS 160015Z AUTO 25023G31KT 10SM CLR 26/05 A3020 RMK AO2,M
05U,2024-07-16 00:15,-116.0051,39.6042,1811.23,84.20,39.20,20.29,0.00,0.00,0.00,30.21,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.44,K05U 160015Z AUTO 00000KT 10SM 29/04 A3021 RMK A01,M
MEV,2024-07-16 00:15,-119.7500,38.9963,1441.42,77.00,48.20,36.22,180.00,18.00,0.00,30.22,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KMEV 160015Z AUTO 18018G23KT 10SM CLR 25/09 A3022 RMK AO2,M
BAM,2024-07-16 00:15,-116.8743,40.5990,1382.36,86.00,53.60,33.01,310.00,5.00,0.00,30.15,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,84.18,KBAM 160015Z AUTO 31005KT 10SM SCT120 30/12 A3015 RMK AO1,M
HTH,2024-07-16 00:15,-118.6315,38.5448,1282.89,93.20,32.00,11.48,320.00,11.00,0.00,30.09,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.31,KHTH 160015Z AUTO 32011G16KT 10SM CLR 34/00 A3009 RMK A01,M
TMT,2024-07-16 00:15,-117.1971,39.4643,1749.34,86.50,32.00,14.17,330.00,7.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.04,KTMT 160015Z AUTO 33007KT 10SM CLR 30/00 A3021 RMK AO2 T03030001,M
BVU,2024-07-16 00:35,-114.8611,35.9475,671.00,104.00,39.20,11.00,190.00,8.00,0.00,29.84,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.56,KBVU 160035Z AUTO 19008G14KT 10SM CLR 40/04 A2984 RMK AO2,M
CXP,2024-07-16 00:35,-119.7326,39.1923,1431.00,84.20,48.20,28.63,190.00,17.00,0.00,30.22,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.04,KCXP 160035Z AUTO 19017G22KT 10SM CLR 29/09 A3022 RMK AO2,M
RTS,2024-07-16 00:35,-119.8764,39.6682,1539.00,80.60,35.60,19.79,230.00,14.00,0.00,30.19,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.94,KRTS 160035Z AUTO 23014G24KT 10SM CLR 27/02 A3019 RMK AO2,M
05U,2024-07-16 00:35,-116.0051,39.6042,1811.23,87.80,37.40,16.86,0.00,0.00,0.00,30.21,M,10.00,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.16,K05U 160035Z AUTO 00000G10KT 10SM 31/03 A3021 RMK A01,M
MEV,2024-07-16 00:35,-119.7500,38.9963,1441.42,77.00,48.20,36.22,180.00,11.00,0.00,30.22,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KMEV 160035Z AUTO 18011G19KT 10SM CLR 25/09 A3022 RMK AO2,M
HTH,2024-07-16 00:35,-118.6315,38.5448,1282.89,91.40,32.00,12.14,320.00,10.00,0.00,30.08,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.91,KHTH 160035Z AUTO 32010G16KT 10SM CLR 33/00 A3008 RMK A01,M
BAM,2024-07-16 00:35,-116.8743,40.5990,1382.36,86.00,55.40,35.25,350.00,7.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.54,KBAM 160035Z AUTO 35007KT 10SM CLR 30/13 A3015 RMK AO1,M
TMT,2024-07-16 00:35,-117.1971,39.4643,1749.34,86.70,32.00,14.08,340.00,5.00,0.00,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.20,KTMT 160035Z AUTO 34005KT 10SM CLR 30/00 A3020 RMK AO2 T03040001,M
05U,2024-07-16 00:50,-116.0051,39.6042,1811.23,86.00,39.20,19.15,0.00,0.00,0.00,30.21,M,10.00,11.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.79,K05U 160050Z AUTO 00000G11KT 10SM 30/04 A3021 RMK A01,M
DRA,2024-07-16 00:53,-116.0278,36.6206,1009.00,100.00,39.00,12.30,190.00,9.00,0.00,29.94,1008.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.05,KDRA 160053Z AUTO 19009KT 10SM CLR 38/04 A2994 RMK AO2 SLP083 T03780039,M
ELY,2024-07-16 00:53,-114.8453,39.2950,1909.00,77.00,45.00,32.10,M,M,0.02,30.21,1013.70,10.00,M,FEW,BKN,M,M,3400.00,11000.00,M,M,M,M,M,M,38.00,290.00,2024-07-16 00:04,77.00,KELY 160053Z AUTO 10SM FEW034 BKN110 25/07 A3021 RMK AO2 PK WND 29038/0004 RAB04E44 SLP137 P0002 T02500072 TSNO,M
