station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
INS,2022-08-23 00:10,-115.6733,36.5872,955.00,100.40,41.00,13.14,20.00,8.00,0.00,29.93,M,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,95.79,KINS 230010Z 02008KT 10SM FEW080 38/05 A2993 RMK SLPNO WND DATA ESTD ALT DATA ESTD $,M
INS,2022-08-23 00:14,-115.6733,36.5872,955.00,100.40,41.00,13.14,20.00,8.00,0.00,29.93,M,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,95.79,KINS 230014Z 02008KT 10SM FEW080 38/05 A2993 RMK SLPNO WND DATA ESTD ALT DATA ESTD $,M
MEV,2022-08-23 00:15,-119.7500,38.9963,1441.42,89.60,32.00,12.84,290.00,13.00,0.00,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.54,KMEV 230015Z AUTO 29013KT 10SM CLR 32/M00 A3013 RMK AO2,M
BVU,2022-08-23 00:15,-114.8611,35.9475,671.00,102.20,50.00,17.51,0.00,0.00,0.00,29.85,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.28,KBVU 230015Z AUTO 00000KT 39/10 A2985 RMK AO2 PWINO TSNO,M
BAM,2022-08-23 00:15,-116.8743,40.5990,1382.36,96.80,32.00,10.27,290.00,14.00,0.00,30.07,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.19,KBAM 230015Z AUTO 29014G18KT 10SM CLR 36/00 A3007 RMK AO1,M
RTS,2022-08-23 00:15,-119.8764,39.6682,1539.00,89.60,19.40,7.61,260.00,15.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.54,KRTS 230015Z AUTO 26015KT 10SM CLR 32/M07 A3016 RMK AO2,M
HTH,2022-08-23 00:15,-118.6315,38.5448,1282.89,95.00,28.40,9.38,330.00,11.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.27,KHTH 230015Z AUTO 33011KT 10SM CLR 35/M02 A3004 RMK A01,M
TMT,2022-08-23 00:15,-117.1971,39.4643,1749.34,M,M,M,280.00,9.00,0.00,30.18,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 230015Z AUTO 28009G18KT 10SM CLR A3018 RMK AO2,M
CXP,2022-08-23 00:15,-119.7326,39.1923,1431.00,89.60,24.80,9.56,260.00,9.00,0.00,30.14,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.88,KCXP 230015Z AUTO 26009G18KT 230V290 10SM CLR 32/M04 A3014 RMK AO2,M
RTS,2022-08-23 00:35,-119.8764,39.6682,1539.00,89.60,21.20,8.22,280.00,13.00,0.00,30.16,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.64,KRTS 230035Z AUTO 28013G19KT 10SM CLR 32/M06 A3016 RMK AO2,M
BVU,2022-08-23 00:35,-114.8611,35.9475,671.00,102.20,50.00,17.51,M,4.00,0.00,29.85,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.28,KBVU 230035Z AUTO VRB04KT 39/10 A2985 RMK AO2 PWINO TSNO,M
CXP,2022-08-23 00:35,-119.7326,39.1923,1431.00,89.60,24.80,9.56,270.00,9.00,0.00,30.14,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.88,KCXP 230035Z AUTO 27009G20KT 10SM CLR 32/M04 A3014 RMK AO2,M
MEV,2022-08-23 00:35,-119.7500,38.9963,1441.42,89.60,32.00,12.84,300.00,14.00,0.00,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.54,KMEV 230035Z AUTO 30014KT 10SM CLR 32/M00 A3012 RMK AO2,M
BAM,2022-08-23 00:35,-116.8743,40.5990,1382.36,96.80,30.20,9.55,250.00,12.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.96,KBAM 230035Z AUTO 25012KT 10SM CLR 36/M01 A3006 RMK AO1,M
HTH,2022-08-23 00:35,-118.6315,38.5448,1282.89,95.00,28.40,9.38,340.00,12.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.27,KHTH 230035Z AUTO 34012KT 10SM CLR 35/M02 A3003 RMK A01,M
TMT,2022-08-23 00:35,-117.1971,39.4643,1749.34,M,M,M,270.00,10.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 230035Z AUTO 27010KT 10SM CLR A3018 RMK AO2,M
INS,2022-08-23 00:38,-115.6733,36.5872,955.00,100.40,46.40,16.15,220.00,10.00,0.00,29.91,M,10.00,M,FEW,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,96.63,KINS 230038Z AUTO 22010KT 10SM FEW160 38/08 A2991 RMK AO2 WSHFT 36 SLPNO $,M
ELY,2022-08-23 00:53,-114.8453,39.2950,1909.00,85.00,36.00,17.50,230.00,12.00,T,30.20,1012.60,10.00,18.00,FEW,FEW,M,M,7000.00,10000.00,M,M,-RA,M,M,M,M,M,M,81.86,KELY 230053Z AUTO 23012G18KT 10SM -RA FEW070 FEW100 29/02 A3020 RMK AO2 RAB51 SLP126 P0000 T02940022,M
LOL,2022-08-23 00:53,-118.5701,40.0684,1192.43,96.00,24.10,7.59,300.00,9.00,0.00,30.02,1012.40,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.76,KLOL 230053Z AUTO 30009G17KT 10SM CLR 36/M04 A3002 RMK AO2 SLP124 T03561044,M
DRA,2022-08-23 00:53,-116.0278,36.6206,1009.00,101.00,33.00,9.48,220.00,8.00,0.00,29.93,1007.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.79,KDRA 230053Z AUTO 22008KT 10SM CLR 38/01 A2993 RMK AO2 SLP078 T03830006,M
VGT,2022-08-23 00:53,-115.1933,36.2111,667.00,105.00,51.00,16.73,60.00,5.00,0.00,29.85,1009.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.61,KVGT 230053Z 06005KT 10SM CLR 41/11 A2985 RMK AO2 SLP091 T04060106,M
P68,2022-08-23 00:53,-116.0056,39.6014,1993.00,87.00,34.00,15.06,40.00,5.00,0.00,30.15,1012.10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.53,KP68 230053Z AUTO 04005KT 31/01 A3015 RMK AO1 SLP121 T03060011,M
MEV,2022-08-23 00:55,-119.7500,38.9963,1441.42,87.80,32.00,13.59,300.00,15.00,0.00,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.08,KMEV 230055Z AUTO 30015KT 10SM CLR 31/00 A3012 RMK AO2,M
HTH,2022-08-23 00:55,-118.6315,38.5448,1282.89,95.00,28.40,9.38,330.00,15.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.27,KHTH 230055Z AUTO 33015KT 10SM CLR 35/M02 A3003 RMK A01,M
TMT,2022-08-23 00:55,-117.1971,39.4643,1749.34,M,M,M,260.00,12.00,0.00,30.18,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 230055Z AUTO 26012G17KT 10SM CLR A3018 RMK AO2,M
BVU,2022-08-23 00:55,-114.8611,35.9475,671.00,102.20,50.00,17.51,M,5.00,0.00,29.85,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.28,KBVU 230055Z AUTO VRB05KT 39/10 A2985 RMK AO2 PWINO TSNO,M
CXP,2022-08-23 00:55,-119.7326,39.1923,1431.00,87.80,26.60,10.91,280.00,9.00,0.00,30.15,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.69,KCXP 230055Z AUTO 28009G18KT 10SM CLR 31/M03 A3015 RMK AO2,M
RNO,2022-08-23 00:55,-119.7711,39.4839,1341.00,93.00,23.00,7.97,270.00,13.00,0.00,30.09,1012.90,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.27,KRNO 230055Z 27013G23KT 10SM CLR 34/M05 A3009 RMK AO2 SLP129 T03391050,M
RTS,2022-08-23 00:55,-119.8764,39.6682,1539.00,87.80,19.40,8.06,290.00,13.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.23,KRTS 230055Z AUTO 29013KT 10SM CLR 31/M07 A3016 RMK AO2,M
BAM,2022-08-23 00:55,-116.8743,40.5990,1382.36,96.80,28.40,8.87,250.00,14.00,0.00,30.06,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.75,KBAM 230055Z AUTO 25014G18KT 10SM CLR 36/M02 A3006 RMK AO1,M
LAS,2022-08-23 00:56,-115.1634,36.0719,663.00,103.00,52.00,18.47,0.00,0.00,0.00,29.86,1007.80,10.00,M,FEW,FEW,SCT,M,12000.00,15000.00,22000.00,M,M,M,M,M,M,M,M,100.60,KLAS 230056Z 00000KT 10SM FEW120 FEW150 SCT220 39/11 A2986 RMK AO2 SLP078 T03940111,M
EKO,2022-08-23 00:56,-115.7860,40.8242,1367.00,86.00,30.00,13.28,280.00,12.00,0.00,30.08,1013.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.64,KEKO 230056Z AUTO 28012KT 10SM CLR 30/M01 A3008 RMK AO2 SLP133 T03001011,M
WMC,2022-08-23 00:56,-117.8072,40.9019,1315.00,94.00,19.00,6.54,290.00,10.00,0.00,30.05,1012.60,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.67,KWMC 230056Z AUTO 29010G18KT 10SM CLR 34/M07 A3005 RMK AO2 SLP126 T03441072,M
HND,2022-08-23 00:56,-115.1344,35.9729,742.79,102.00,54.00,20.42,0.00,0.00,0.00,29.90,1010.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.30,KHND 230056Z 00000KT 10SM CLR 39/12 A2990 RMK AO2 SLP106 T03890122,M
TPH,2022-08-23 00:56,-117.0904,38.0505,1654.00,93.00,21.90,7.61,310.00,3.00,0.00,30.12,1011.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.19,KTPH 230056Z AUTO 31003KT 10SM CLR 34/M06 A3012 RMK AO2 SLP110 T03391056,M
NFL,2022-08-23 00:56,-118.7010,39.4166,1199.00,97.00,23.00,7.05,M,5.00,0.00,30.01,1013.30,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,90.41,KNFL 230056Z VRB05KT 10SM FEW090 36/M05 A3001 RMK AO2 SLP133 T03611050,M
LSV,2022-08-23 00:58,-115.0343,36.2362,570.00,103.50,53.00,18.89,40.00,3.00,0.00,29.82,M,10.00,M,FEW,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,101.60,KLSV 230058Z AUTO 04003KT 10SM FEW180 40/12 A2982 RMK AO2 SLPNO T03970117 $,M
INS,2022-08-23 00:58,-115.6733,36.5872,955.00,99.70,47.00,16.94,0.00,0.00,0.00,29.92,M,10.00,M,BKN,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,96.07,KINS 230058Z AUTO 00000KT 10SM BKN160 38/08 A2992 RMK AO2 SLPNO T03760084 $,M
BAM,2022-08-23 01:15,-116.8743,40.5990,1382.36,95.00,28.40,9.38,260.00,9.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.27,KBAM 230115Z AUTO 26009KT 10SM CLR 35/M02 A3007 RMK AO1,M
CXP,2022-08-23 01:15,-119.7326,39.1923,1431.00,87.80,23.00,9.39,250.00,8.00,0.00,30.15,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.43,KCXP 230115Z AUTO 25008G17KT 220V300 10SM CLR 31/M05 A3015 RMK AO2,M
BVU,2022-08-23 01:15,-114.8611,35.9475,671.00,102.20,50.00,17.51,0.00,0.00,0.00,29.85,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.28,KBVU 230115Z AUTO 00000KT 39/10 A2985 RMK AO2 PWINO TSNO,M
HTH,2022-08-23 01:15,-118.6315,38.5448,1282.89,95.00,28.40,9.38,320.00,12.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.27,KHTH 230115Z AUTO 32012KT 10SM CLR 35/M02 A3004 RMK A01,M
MEV,2022-08-23 01:15,-119.7500,38.9963,1441.42,86.00,32.00,14.40,290.00,14.00,0.00,30.13,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.64,KMEV 230115Z AUTO 29014G19KT 10SM CLR 30/00 A3013 RMK AO2,M
TMT,2022-08-23 01:15,-117.1971,39.4643,1749.34,M,M,M,280.00,10.00,0.00,30.18,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 230115Z AUTO 28010G15KT 10SM CLR A3018 RMK AO2,M
RTS,2022-08-23 01:15,-119.8764,39.6682,1539.00,86.00,24.80,10.72,290.00,13.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.26,KRTS 230115Z AUTO 29013KT 10SM CLR 30/M04 A3016 RMK AO2,M
