station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
INS,2025-06-04 00:00,-115.6733,36.5872,955.00,78.80,42.80,27.85,50.00,13.00,0.00,29.86,1006.80,10.00,M,BKN,OVC,M,M,11000.00,13000.00,M,M,TS,M,M,M,M,M,M,78.80,KINS 040000Z AUTO 05013KT 10SM TS BKN110 OVC130 26/06 A2986 RMK AO2 WSHFT 2349 SLP068 $,M
INS,2025-06-04 00:01,-115.6733,36.5872,955.00,78.80,42.80,27.85,50.00,13.00,0.00,29.86,1006.80,10.00,M,BKN,OVC,M,M,11000.00,13000.00,M,M,VCTS,M,M,M,M,M,M,78.80,KINS 040001Z AUTO 05013KT 10SM VCTS BKN110 OVC130 26/06 A2986 RMK AO2 TSE01 SLP068 $,M
INS,2025-06-04 00:05,-115.6733,36.5872,955.00,78.80,42.80,27.85,100.00,15.00,0.00,29.88,1007.70,10.00,24.00,BKN,OVC,M,M,11000.00,14000.00,M,M,VCTS,M,M,M,M,M,M,78.80,KINS 040005Z AUTO 10015G24KT 10SM VCTS BKN110 OVC140 26/06 A2988 RMK AO2 WSHFT 00 TSB2355E01 PRESRR SLP077 $,M
DRA,2025-06-04 00:08,-116.0278,36.6206,1009.00,89.00,43.00,20.22,140.00,22.00,0.00,29.83,M,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,31.00,130.00,2025-06-04 00:00,85.43,KDRA 040008Z AUTO 14022G31KT 10SM CLR 32/06 A2983 RMK AO2 PK WND 13031/0000 WSHFT 2351 T03170061,M
TMT,2025-06-04 00:10,-117.1971,39.4643,1749.34,76.30,22.60,13.41,330.00,8.00,0.00,30.03,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,76.30,KTMT 040010Z AUTO 33008G16KT 280V350 10SM CLR 25/M05 A3003 RMK AO2 T02461052,M
LSV,2025-06-04 00:13,-115.0343,36.2362,570.00,89.60,44.60,21.10,300.00,22.00,0.00,29.74,1004.40,10.00,28.00,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,86.07,KLSV 040013Z 30022G28KT 10SM BKN100CB 32/07 A2974 RMK LTG DSNT W-NE SLP044 $,M
BAM,2025-06-04 00:15,-116.8743,40.5990,1382.36,78.80,23.00,12.56,340.00,15.00,0.00,30.00,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KBAM 040015Z AUTO 34015G21KT 10SM CLR 26/M05 A3000 RMK AO1,M
CXP,2025-06-04 00:15,-119.7326,39.1923,1431.00,84.20,33.80,16.42,250.00,5.00,0.00,29.98,M,10.00,12.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.30,KCXP 040015Z AUTO 25005G12KT 10SM CLR 29/01 A2998 RMK AO2,M
RTS,2025-06-04 00:15,-119.8764,39.6682,1539.00,80.60,24.80,12.77,360.00,15.00,0.00,30.03,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.94,KRTS 040015Z AUTO 36015G21KT 10SM CLR 27/M04 A3003 RMK AO2,M
BVU,2025-06-04 00:15,-114.8611,35.9475,671.00,91.40,33.80,13.08,240.00,11.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.13,KBVU 040015Z AUTO 24011KT 10SM CLR 33/01 A2976 RMK AO2 LTG DSNT ALQDS,M
MEV,2025-06-04 00:15,-119.7500,38.9963,1441.42,82.40,39.20,21.54,290.00,14.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.21,KMEV 040015Z AUTO 29014KT 10SM CLR 28/04 A2998 RMK AO2,M
