station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
05U,2024-09-21 00:10,-116.0051,39.6042,1811.23,73.40,23.00,15.03,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,K05U 210010Z AUTO 00000KT 10SM CLR 23/M05 A3003 RMK A01,M
BVU,2024-09-21 00:15,-114.8611,35.9475,671.00,84.20,41.00,21.76,330.00,13.00,0.00,29.75,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,81.52,KBVU 210015Z AUTO 33013KT 10SM BKN100 29/05 A2975 RMK AO2 LTG DSNT NE AND SW,M
BAM,2024-09-21 00:15,-116.8743,40.5990,1382.36,78.80,35.60,21.00,330.00,10.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KBAM 210015Z AUTO 33010KT 10SM CLR 26/02 A2998 RMK AO1,M
CXP,2024-09-21 00:15,-119.7326,39.1923,1431.00,75.20,33.80,22.02,0.00,0.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KCXP 210015Z AUTO 00000KT 10SM CLR 24/01 A3002 RMK AO2,M
RTS,2024-09-21 00:15,-119.8764,39.6682,1539.00,73.40,30.20,20.23,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KRTS 210015Z AUTO 00000KT 10SM CLR 23/M01 A3003 RMK AO2,M
MEV,2024-09-21 00:15,-119.7500,38.9963,1441.42,75.20,32.00,20.49,260.00,8.00,0.00,30.00,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KMEV 210015Z AUTO 26008KT 9SM CLR 24/00 A3000 RMK AO2,M
HTH,2024-09-21 00:15,-118.6315,38.5448,1282.89,75.20,35.60,23.66,350.00,10.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KHTH 210015Z AUTO 35010KT 10SM CLR 24/02 A2998 RMK A01,M
TMT,2024-09-21 00:15,-117.1971,39.4643,1749.34,69.80,41.00,35.09,340.00,10.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KTMT 210015Z AUTO 34010KT 10SM CLR 21/05 A3005 RMK AO2 T02100051,M
10U,2024-09-21 00:15,-116.1876,41.9532,1637.00,69.80,35.60,28.39,320.00,9.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,K10U 210015Z AUTO 32009KT 10SM CLR 21/02 A3003 RMK AO2,M
LSV,2024-09-21 00:30,-115.0343,36.2362,570.00,84.20,32.00,15.25,30.00,11.00,0.00,29.73,1004.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.28,KLSV 210030Z AUTO 03011KT 10SM CLR 29/00 A2973 RMK AO2 WSHFT 22 SLP044 $,M
05U,2024-09-21 00:30,-116.0051,39.6042,1811.23,73.40,24.80,16.20,360.00,5.00,0.00,30.03,M,10.00,11.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,K05U 210030Z AUTO 36005G11KT 10SM CLR 23/M04 A3003 RMK A01,M
