station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
INS,2023-07-17 00:13,-115.6733,36.5872,955.00,111.20,19.40,3.97,90.00,15.00,0.00,29.90,1006.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.04,KINS 170013Z AUTO 09015KT 10SM CLR 44/M07 A2990 RMK AO2 WSHFT 11 SLP066 $,M
BVU,2023-07-17 00:15,-114.8611,35.9475,671.00,114.80,32.00,6.03,160.00,10.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,106.57,KBVU 170015Z AUTO 16010KT 140V200 10SM CLR 46/00 A2982 RMK AO2,M
CXP,2023-07-17 00:15,-119.7326,39.1923,1431.00,100.40,33.80,9.90,290.00,12.00,0.00,30.09,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.47,KCXP 170015Z AUTO 29012G17KT 10SM CLR 38/01 A3009 RMK AO2,M
RTS,2023-07-17 00:15,-119.8764,39.6682,1539.00,96.80,30.20,9.55,230.00,12.00,0.00,30.13,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.96,KRTS 170015Z AUTO 23012G20KT 10SM CLR 36/M01 A3013 RMK AO2,M
05U,2023-07-17 00:15,-116.0051,39.6042,1811.23,100.40,30.20,8.56,360.00,5.00,0.00,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.98,K05U 170015Z AUTO 36005KT 10SM 38/M01 A3017 RMK A01,M
MEV,2023-07-17 00:15,-119.7500,38.9963,1441.42,98.60,39.20,12.94,280.00,12.00,0.00,30.08,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.89,KMEV 170015Z AUTO 28012G18KT 10SM CLR 37/04 A3008 RMK AO2,M
BAM,2023-07-17 00:15,-116.8743,40.5990,1382.36,104.00,21.20,5.29,230.00,8.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.09,KBAM 170015Z AUTO 23008KT 10SM CLR 40/M06 A3005 RMK AO1,M
HTH,2023-07-17 00:15,-118.6315,38.5448,1282.89,105.80,21.20,5.01,320.00,10.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.58,KHTH 170015Z AUTO 32010KT 10SM CLR 41/M06 A2999 RMK A01,M
TMT,2023-07-17 00:15,-117.1971,39.4643,1749.34,99.00,28.00,8.16,260.00,3.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.54,KTMT 170015Z AUTO 26003KT 10SM CLR 37/M02 A3016 RMK AO2 T03721022,M
BVU,2023-07-17 00:35,-114.8611,35.9475,671.00,113.00,32.00,6.35,140.00,8.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.27,KBVU 170035Z AUTO 14008KT 10SM CLR 45/M00 A2981 RMK AO2,M
CXP,2023-07-17 00:35,-119.7326,39.1923,1431.00,98.60,35.60,11.23,270.00,10.00,0.00,30.09,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.23,KCXP 170035Z AUTO 27010G20KT 230V300 10SM CLR 37/02 A3009 RMK AO2,M
RTS,2023-07-17 00:35,-119.8764,39.6682,1539.00,96.80,32.00,10.27,250.00,12.00,0.00,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.19,KRTS 170035Z AUTO 25012KT 10SM CLR 36/M00 A3013 RMK AO2,M
05U,2023-07-17 00:35,-116.0051,39.6042,1811.23,98.60,24.80,7.24,10.00,5.00,0.00,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.90,K05U 170035Z AUTO 01005KT 10SM 37/M04 A3017 RMK A01,M
MEV,2023-07-17 00:35,-119.7500,38.9963,1441.42,96.80,37.40,12.73,280.00,13.00,0.00,30.08,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.04,KMEV 170035Z AUTO 28013G20KT 10SM CLR 36/03 A3008 RMK AO2,M
BAM,2023-07-17 00:35,-116.8743,40.5990,1382.36,102.20,23.00,6.02,250.00,7.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.75,KBAM 170035Z AUTO 25007KT 10SM CLR 39/M05 A3004 RMK AO1,M
HTH,2023-07-17 00:35,-118.6315,38.5448,1282.89,105.80,23.00,5.41,340.00,8.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.75,KHTH 170035Z AUTO 34008KT 10SM CLR 41/M05 A2999 RMK A01,M
TMT,2023-07-17 00:35,-117.1971,39.4643,1749.34,98.40,29.00,8.66,300.00,8.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.15,KTMT 170035Z AUTO 30008KT 10SM CLR 37/M02 A3015 RMK AO2 T03691016,M
ELY,2023-07-17 00:53,-114.8453,39.2950,1909.00,M,M,M,M,M,0.00,30.19,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KELY 170053Z AUTO A3019 RMK AO2 SLPNO PWINO FZRANO,M
VGT,2023-07-17 00:53,-115.1933,36.2111,667.00,116.00,34.00,6.32,110.00,12.00,0.00,29.80,1007.20,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.82,KVGT 170053Z 11012G17KT 10SM CLR 47/01 A2980 RMK AO2 SLP072 T04670011,M
LOL,2023-07-17 00:53,-118.5701,40.0684,1192.43,105.00,28.00,6.82,160.00,10.00,0.00,29.96,1009.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.60,KLOL 170053Z AUTO 16010KT 10SM CLR 41/M02 A2996 RMK AO2 SLP097 T04061022,M
BVU,2023-07-17 00:55,-114.8611,35.9475,671.00,113.00,30.20,5.91,140.00,9.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.98,KBVU 170055Z AUTO 14009KT 10SM CLR 45/M01 A2981 RMK AO2,M
CXP,2023-07-17 00:55,-119.7326,39.1923,1431.00,98.60,35.60,11.23,270.00,13.00,0.00,30.09,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.23,KCXP 170055Z AUTO 27013G22KT 10SM CLR 37/02 A3009 RMK AO2,M
INS,2023-07-17 00:55,-115.6733,36.5872,955.00,108.70,17.80,3.98,100.00,11.00,0.00,29.89,1006.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.71,KINS 170055Z AUTO 10011KT 10SM CLR 43/M08 A2989 RMK AO2 SLP064 T04261079 $,M
RNO,2023-07-17 00:55,-119.7711,39.4839,1341.00,102.00,36.00,10.29,290.00,12.00,0.00,30.04,1010.50,10.00,M,FEW,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,96.20,KRNO 170055Z 29012KT 10SM FEW120 BKN200 39/02 A3004 RMK AO2 SLP105 T03890022 $,M
LSV,2023-07-17 00:55,-115.0343,36.2362,570.00,114.00,31.00,5.93,90.00,9.00,0.00,29.75,1004.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.83,KLSV 170055Z AUTO 09009KT 10SM CLR 46/M00 A2975 RMK AO2 SLP043 T04551005 $,M
RTS,2023-07-17 00:55,-119.8764,39.6682,1539.00,96.80,32.00,10.27,270.00,12.00,0.00,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.19,KRTS 170055Z AUTO 27012KT 10SM CLR 36/00 A3012 RMK AO2,M
05U,2023-07-17 00:55,-116.0051,39.6042,1811.23,102.20,26.60,7.00,M,6.00,0.00,30.16,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.09,K05U 170055Z AUTO VRB06KT 10SM 39/M03 A3016 RMK A01,M
MEV,2023-07-17 00:55,-119.7500,38.9963,1441.42,96.80,39.20,13.66,270.00,13.00,0.00,30.08,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.23,KMEV 170055Z AUTO 27013G22KT 10SM CLR 36/04 A3008 RMK AO2,M
BAM,2023-07-17 00:55,-116.8743,40.5990,1382.36,104.00,23.00,5.71,260.00,11.00,0.00,30.04,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.25,KBAM 170055Z AUTO 26011G15KT 10SM CLR 40/M05 A3004 RMK AO1,M
HTH,2023-07-17 00:55,-118.6315,38.5448,1282.89,105.80,21.20,5.01,330.00,9.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.58,KHTH 170055Z AUTO 33009KT 10SM CLR 41/M06 A2999 RMK A01,M
