station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CXP,2022-08-04 00:10,-119.7326,39.1923,1431.00,95.00,48.20,20.38,190.00,14.00,0.00,30.07,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.56,KCXP 040010Z AUTO 19014G23KT 10SM CLR 35/09 A3007 RMK AO2 LTG DSNT NW,M
RTS,2022-08-04 00:15,-119.8764,39.6682,1539.00,89.60,46.40,22.53,30.00,5.00,0.00,30.09,M,10.00,10.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.24,KRTS 040015Z AUTO 03005G10KT 10SM CLR 32/08 A3009 RMK AO2,M
05U,2022-08-04 00:15,-116.0051,39.6042,1811.23,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 040015Z AUTO RMK A01 PNO,M
MEV,2022-08-04 00:15,-119.7500,38.9963,1441.42,73.40,53.60,49.90,170.00,11.00,0.00,30.07,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMEV 040015Z AUTO 17011G18KT 10SM CLR 23/12 A3007 RMK AO2 LTG DSNT N AND SE AND NW,M
BVU,2022-08-04 00:15,-114.8611,35.9475,671.00,100.40,57.20,24.06,190.00,15.00,0.00,29.83,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.77,KBVU 040015Z AUTO 19015KT 38/14 A2983 RMK AO2 PWINO TSNO,M
TMT,2022-08-04 00:15,-117.1971,39.4643,1749.34,M,M,M,0.00,0.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 040015Z AUTO 00000KT 10SM CLR A3016 RMK AO2 LTG DSNT N AND NE,M
HTH,2022-08-04 00:15,-118.6315,38.5448,1282.89,93.20,44.60,18.80,310.00,11.00,0.00,30.00,M,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,89.34,KHTH 040015Z AUTO 31011KT 10SM BKN110 34/07 A3000 RMK A01,M
BAM,2022-08-04 00:15,-116.8743,40.5990,1382.36,95.00,46.40,19.04,20.00,7.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.29,KBAM 040015Z AUTO 02007KT 10SM CLR 35/08 A3004 RMK AO1,M
CXP,2022-08-04 00:30,-119.7326,39.1923,1431.00,89.60,51.80,27.56,160.00,14.00,0.00,30.07,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.00,KCXP 040030Z AUTO 16014G23KT 10SM CLR 32/11 A3007 RMK AO2,M
TMT,2022-08-04 00:35,-117.1971,39.4643,1749.34,M,M,M,60.00,5.00,0.00,30.16,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,M,KTMT 040035Z AUTO 06005KT 10SM SCT110 A3016 RMK AO2,M
BVU,2022-08-04 00:35,-114.8611,35.9475,671.00,102.20,55.40,21.36,210.00,11.00,0.00,29.82,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,101.04,KBVU 040035Z AUTO 21011KT 39/13 A2982 RMK AO2 PWINO TSNO,M
HTH,2022-08-04 00:35,-118.6315,38.5448,1282.89,91.40,44.60,19.89,300.00,8.00,0.00,30.01,M,10.00,13.00,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,87.68,KHTH 040035Z AUTO 30008G13KT 10SM BKN110 33/07 A3001 RMK A01,M
MEV,2022-08-04 00:35,-119.7500,38.9963,1441.42,77.00,57.20,50.43,180.00,15.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KMEV 040035Z AUTO 18015KT 10SM CLR 25/14 A3007 RMK AO2,M
RTS,2022-08-04 00:35,-119.8764,39.6682,1539.00,89.60,46.40,22.53,240.00,9.00,0.00,30.09,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,86.24,KRTS 040035Z AUTO 24009KT 10SM FEW090 32/08 A3009 RMK AO2,M
BAM,2022-08-04 00:35,-116.8743,40.5990,1382.36,95.00,48.20,20.38,340.00,9.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.56,KBAM 040035Z AUTO 34009KT 10SM CLR 35/09 A3004 RMK AO1,M
05U,2022-08-04 00:35,-116.0051,39.6042,1811.23,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 040035Z AUTO RMK A01 PNO,M
CXP,2022-08-04 00:50,-119.7326,39.1923,1431.00,89.60,48.20,24.11,180.00,11.00,0.00,30.06,M,10.00,17.00,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,86.44,KCXP 040050Z AUTO 18011G17KT 10SM FEW095 32/09 A3006 RMK AO2 LTG DSNT E AND S,M
DRA,2022-08-04 00:53,-116.0278,36.6206,1009.00,99.00,49.00,18.51,200.00,6.00,0.00,29.90,1006.80,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,95.72,KDRA 040053Z AUTO 20006KT 10SM BKN110 37/09 A2990 RMK AO2 SLP068 T03720094,M
LOL,2022-08-04 00:53,-118.5701,40.0684,1192.43,97.00,46.00,17.64,90.00,10.00,0.00,29.96,1009.90,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.19,KLOL 040053Z AUTO 09010G14KT 10SM CLR 36/08 A2996 RMK AO2 SLP099 T03610078,M
ELY,2022-08-04 00:53,-114.8453,39.2950,1909.00,80.00,46.00,30.11,0.00,0.00,T,30.20,1013.20,10.00,M,FEW,SCT,BKN,M,7000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,79.26,KELY 040053Z AUTO 00000KT 10SM FEW070 SCT090 BKN110 27/08 A3020 RMK AO2 RAB24E39 SLP132 P0000 T02670078,M
VGT,2022-08-04 00:53,-115.1933,36.2111,667.00,105.00,54.00,18.61,210.00,8.00,0.00,29.80,1007.30,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,103.64,KVGT 040053Z 21008G18KT 10SM CLR 41/12 A2980 RMK AO2 SLP073 T04060122,M
RNO,2022-08-04 00:55,-119.7711,39.4839,1341.00,91.00,51.00,25.70,M,3.00,T,30.01,1009.90,10.00,M,BKN,BKN,M,M,11000.00,25000.00,M,M,M,M,M,M,M,M,M,88.18,KRNO 040055Z VRB03KT 10SM BKN110CB BKN250 33/11 A3001 RMK AO2 RAB12E54 SLP099 CB SW AND DSNT NW THRU NE AND DSNT SE THRU S TCU ALQDS P0000 T03280106,M
BVU,2022-08-04 00:55,-114.8611,35.9475,671.00,100.40,57.20,24.06,200.00,13.00,0.00,29.82,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.77,KBVU 040055Z AUTO 20013KT 38/14 A2982 RMK AO2 PWINO TSNO,M
HTH,2022-08-04 00:55,-118.6315,38.5448,1282.89,84.20,50.00,30.62,220.00,32.00,0.00,30.02,M,7.00,44.00,FEW,SCT,BKN,M,300.00,7000.00,11000.00,M,M,M,M,M,M,M,M,82.24,KHTH 040055Z AUTO 22032G44KT 7SM FEW003 SCT070 BKN110 29/10 A3002 RMK A01,M
BAM,2022-08-04 00:55,-116.8743,40.5990,1382.36,95.00,46.40,19.04,330.00,9.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.29,KBAM 040055Z AUTO 33009KT 10SM CLR 35/08 A3004 RMK AO1,M
RTS,2022-08-04 00:55,-119.8764,39.6682,1539.00,89.60,46.40,22.53,240.00,8.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.24,KRTS 040055Z AUTO 24008KT 10SM CLR 32/08 A3008 RMK AO2,M
05U,2022-08-04 00:55,-116.0051,39.6042,1811.23,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 040055Z AUTO RMK A01 PNO,M
MEV,2022-08-04 00:55,-119.7500,38.9963,1441.42,75.20,55.40,50.17,170.00,14.00,0.00,30.06,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KMEV 040055Z AUTO 17014G19KT 10SM CLR 24/13 A3006 RMK AO2 LTG DSNT SE,M
TMT,2022-08-04 00:55,-117.1971,39.4643,1749.34,M,M,M,40.00,5.00,0.00,30.16,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,M,KTMT 040055Z AUTO 04005KT 10SM SCT110 A3016 RMK AO2,M
TPH,2022-08-04 00:56,-117.0904,38.0505,1654.00,88.00,51.00,28.25,160.00,16.00,T,30.09,1010.40,10.00,22.00,BKN,M,M,M,10000.00,M,M,M,-RA,M,M,M,27.00,140.00,2022-08-04 00:35,85.45,KTPH 040056Z AUTO 16016G22KT 10SM -RA BKN100 31/11 A3009 RMK AO2 PK WND 14027/0035 LTG DSNT NE AND S AND SW RAB55 SLP104 P0000 T03110106,M
WMC,2022-08-04 00:56,-117.8072,40.9019,1315.00,95.00,45.00,18.06,260.00,7.00,0.00,30.00,1010.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.10,KWMC 040056Z AUTO 26007KT 10SM CLR 35/07 A3000 RMK AO2 SLP106 T03500072,M
EKO,2022-08-04 00:56,-115.7860,40.8242,1367.00,91.00,41.00,17.54,310.00,9.00,0.00,30.06,1011.70,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,87.04,KEKO 040056Z AUTO 31009KT 10SM FEW110 33/05 A3006 RMK AO2 SLP117 T03280050,M
HND,2022-08-04 00:56,-115.1344,35.9729,742.79,103.00,58.00,22.89,270.00,8.00,0.00,29.86,1009.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.89,KHND 040056Z 27008KT 10SM CLR 39/14 A2986 RMK AO2 SLP090 T03940144,M
LAS,2022-08-04 00:56,-115.1634,36.0719,663.00,103.00,55.00,20.61,M,4.00,0.00,29.81,1006.30,10.00,M,FEW,SCT,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,101.65,KLAS 040056Z VRB04KT 10SM FEW100 SCT250 39/13 A2981 RMK AO2 SLP063 CB DSNT N-E-SE T03940128 $,M
NFL,2022-08-04 00:56,-118.7010,39.4166,1199.00,95.00,40.00,14.84,M,5.00,0.00,29.97,1012.00,10.00,M,SCT,BKN,BKN,M,8000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,90.61,KNFL 040056Z VRB05KT 10SM SCT080 BKN120 BKN250 35/04 A2997 RMK AO2 SLP120 CB DSNT SE AND SW-W T03500044,M
LSV,2022-08-04 00:58,-115.0343,36.2362,570.00,107.60,53.40,16.92,200.00,7.00,0.00,29.77,1005.10,10.00,M,FEW,FEW,M,M,14000.00,19000.00,M,M,M,M,M,M,M,M,M,106.05,KLSV 040058Z AUTO 20007KT 10SM FEW140 FEW190 42/12 A2977 RMK AO2 SLP051 T04200119 $,M
