station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
INS,2023-05-20 00:00,-115.6733,36.5872,955.00,82.40,33.80,17.38,180.00,18.00,0.00,29.98,1010.80,10.00,31.00,FEW,FEW,BKN,OVC,6000.00,8000.00,9500.00,11000.00,M,M,M,M,M,M,M,80.03,KINS 200000Z AUTO 18018G31KT 10SM FEW060 FEW080 BKN095 OVC110 28/01 A2998 RMK AO2 RAE2358DZB2358E2359RAB2359E00 SLP108 $,M
INS,2023-05-20 00:04,-115.6733,36.5872,955.00,84.20,32.00,15.25,160.00,14.00,0.00,29.98,1010.80,10.00,31.00,FEW,BKN,OVC,M,8000.00,9500.00,12000.00,M,M,M,M,M,M,M,M,81.28,KINS 200004Z AUTO 16014G31KT 10SM FEW080 BKN095 OVC120 29/00 A2998 RMK AO2 WSHFT 2352 RAE2358DZB2358E2359RAB2359E00 SLP108 $,M
DRA,2023-05-20 00:06,-116.0278,36.6206,1009.00,87.00,39.00,18.35,120.00,24.00,0.00,29.99,M,10.00,35.00,CLR,M,M,M,M,M,M,M,M,M,M,M,35.00,130.00,2023-05-19 23:57,83.65,KDRA 200006Z AUTO 12024G35KT 10SM CLR 31/04 A2999 RMK AO2 PK WND 13035/2357 WSHFT 2349 T03060039,M
05U,2023-05-20 00:10,-116.0051,39.6042,1811.23,78.80,28.40,15.71,10.00,6.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,K05U 200010Z AUTO 01006KT 10SM CLR 26/M02 A3019 RMK A01,M
BVU,2023-05-20 00:15,-114.8611,35.9475,671.00,95.00,39.20,14.44,120.00,4.00,0.00,29.89,M,10.00,11.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,90.57,KBVU 200015Z AUTO 12004G11KT 10SM FEW120 35/04 A2989 RMK AO2,M
CXP,2023-05-20 00:15,-119.7326,39.1923,1431.00,86.00,26.60,11.55,280.00,12.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.39,KCXP 200015Z AUTO 28012KT 10SM CLR 30/M03 A3010 RMK AO2,M
RTS,2023-05-20 00:15,-119.8764,39.6682,1539.00,80.60,33.80,18.42,M,3.00,0.00,30.13,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,78.88,KRTS 200015Z AUTO VRB03KT 10SM SCT120 27/01 A3013 RMK AO2,M
MEV,2023-05-20 00:15,-119.7500,38.9963,1441.42,82.40,41.00,23.07,280.00,11.00,0.00,30.09,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.29,KMEV 200015Z AUTO 28011G17KT 10SM CLR 28/05 A3009 RMK AO2,M
BAM,2023-05-20 00:15,-116.8743,40.5990,1382.36,82.40,35.60,18.67,0.00,0.00,0.00,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.08,KBAM 200015Z AUTO 00000KT 10SM CLR 28/02 A3011 RMK AO1,M
HTH,2023-05-20 00:15,-118.6315,38.5448,1282.89,87.80,19.40,8.06,300.00,11.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.23,KHTH 200015Z AUTO 30011KT 10SM CLR 31/M07 A3004 RMK A01,M
