station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LOL,2025-01-07 00:02,-118.5701,40.0684,1192.43,42.00,39.00,89.01,30.00,9.00,T,30.20,M,10.00,M,SCT,BKN,OVC,M,2100.00,3600.00,7500.00,M,M,M,M,M,M,M,M,35.95,KLOL 070002Z AUTO 03009KT 10SM SCT021 BKN036 OVC075 06/04 A3020 RMK AO2 RAE2357 P0000 T00560039,M
05U,2025-01-07 00:10,-116.0051,39.6042,1811.23,M,M,M,0.00,0.00,0.00,30.15,M,0.75,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,M,K05U 070010Z AUTO 00000KT 3/4SM BR OVC003 A3015 RMK A01,M
TMT,2025-01-07 00:10,-117.1971,39.4643,1749.34,37.00,32.70,84.27,360.00,8.00,0.00,30.17,M,10.00,M,SCT,BKN,OVC,M,2000.00,4200.00,5500.00,M,M,M,M,M,M,M,M,30.27,KTMT 070010Z AUTO 36008KT 10SM SCT020 BKN042 OVC055 03/00 A3017 RMK AO2 T00270004,M
BVU,2025-01-07 00:15,-114.8611,35.9475,671.00,59.00,19.40,21.26,30.00,10.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KBVU 070015Z AUTO 03010KT 10SM CLR 15/M07 A2999 RMK AO2,M
CXP,2025-01-07 00:15,-119.7326,39.1923,1431.00,48.20,32.00,53.27,320.00,9.00,0.00,30.18,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.66,KCXP 070015Z AUTO 32009G14KT 10SM CLR 09/M00 A3018 RMK AO2,M
BAM,2025-01-07 00:15,-116.8743,40.5990,1382.36,39.20,37.40,93.19,330.00,9.00,0.00,30.21,M,10.00,M,SCT,BKN,OVC,M,1400.00,2800.00,4700.00,M,M,M,M,M,M,M,M,32.47,KBAM 070015Z AUTO 33009KT 10SM SCT014 BKN028 OVC047 04/03 A3021 RMK AO1,M
HTH,2025-01-07 00:15,-118.6315,38.5448,1282.89,48.20,33.80,57.26,320.00,10.00,0.00,30.17,M,10.00,M,SCT,BKN,OVC,M,4300.00,5000.00,6500.00,M,M,M,M,M,M,M,M,43.28,KHTH 070015Z AUTO 32010KT 10SM SCT043 BKN050 OVC065 09/01 A3017 RMK A01,M
05U,2025-01-07 00:30,-116.0051,39.6042,1811.23,M,M,M,0.00,0.00,0.00,30.16,M,1.25,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,M,K05U 070030Z AUTO 00000KT 1 1/4SM BR OVC003 A3016 RMK A01,M
TMT,2025-01-07 00:30,-117.1971,39.4643,1749.34,36.50,32.50,85.26,50.00,4.00,0.00,30.18,M,10.00,M,BKN,OVC,M,M,2000.00,5000.00,M,M,M,M,M,M,M,M,M,32.68,KTMT 070030Z AUTO 05004KT 10SM BKN020 OVC050 03/00 A3018 RMK AO2 T00250003,M
LOL,2025-01-07 00:32,-118.5701,40.0684,1192.43,42.00,38.00,85.60,20.00,11.00,T,30.20,M,10.00,16.00,BKN,BKN,OVC,M,2900.00,3600.00,7500.00,M,M,M,M,M,M,M,M,35.10,KLOL 070032Z AUTO 02011G16KT 10SM BKN029 BKN036 OVC075 06/03 A3020 RMK AO2 RAE2357 P0000 T00560033,M
