station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EKO,2021-12-30 00:03,-115.7860,40.8242,1367.00,28.90,25.00,85.14,210.00,9.00,0.01,29.65,M,0.75,M,BKN,OVC,M,M,1500.00,2600.00,M,M,-SN BR,M,M,M,M,M,M,19.66,KEKO 300003Z AUTO 21009KT 3/4SM -SN BR BKN015 OVC026 M02/M04 A2965 RMK AO2 P0001 T10171039,M
WMC,2021-12-30 00:04,-117.8072,40.9019,1315.00,30.90,28.90,92.18,260.00,7.00,0.01,29.69,M,2.50,M,SCT,OVC,M,M,700.00,2600.00,M,M,-SN BR,M,M,M,M,M,M,23.44,KWMC 300004Z AUTO 26007KT 2 1/2SM -SN BR SCT007 OVC026 M01/M02 A2969 RMK AO2 P0001 T10061017,M
CXP,2021-12-30 00:10,-119.7326,39.1923,1431.00,33.80,28.40,80.36,0.00,0.00,0.00,29.71,M,9.00,M,FEW,BKN,OVC,M,2500.00,4400.00,4900.00,M,-UP,M,M,M,M,M,M,33.80,KCXP 300010Z AUTO 00000KT 9SM -UP FEW025 BKN044 OVC049 01/M02 A2971 RMK AO2,M
EKO,2021-12-30 00:10,-115.7860,40.8242,1367.00,28.90,25.00,85.14,210.00,11.00,0.01,29.65,M,0.75,M,VV ,M,M,M,1300.00,M,M,M,-SN BR,M,M,M,M,M,M,18.55,KEKO 300010Z AUTO 21011KT 3/4SM -SN BR VV013 M02/M04 A2965 RMK AO2 P0001 T10171039,M
05U,2021-12-30 00:10,-116.0051,39.6042,1811.23,26.60,23.00,86.07,40.00,3.00,0.00,29.69,M,10.00,M,FEW,SCT,BKN,M,2600.00,3600.00,4200.00,M,M,M,M,M,M,M,M,22.52,K05U 300010Z AUTO 04003KT 10SM FEW026 SCT036 BKN042 M03/M05 A2969 RMK A01,M
TMT,2021-12-30 00:15,-117.1971,39.4643,1749.34,27.50,24.40,87.94,210.00,8.00,0.00,29.70,M,10.00,M,SCT,BKN,BKN,M,2100.00,2900.00,3800.00,M,M,M,M,M,M,M,M,18.57,KTMT 300015Z AUTO 21008KT 10SM SCT021 BKN029 BKN038 M02/M04 A2970 RMK AO2 T10251042,M
TPH,2021-12-30 00:15,-117.0904,38.0505,1654.00,28.90,27.00,92.49,180.00,8.00,0.00,29.75,M,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,20.29,KTPH 300015Z AUTO 18008KT 10SM OVC013 M02/M03 A2975 RMK AO2 T10171028,M
RTS,2021-12-30 00:15,-119.8764,39.6682,1539.00,30.20,28.40,92.92,0.00,0.00,0.00,29.71,M,9.00,M,FEW,BKN,OVC,M,500.00,1400.00,3900.00,M,M,M,M,M,M,M,M,30.20,KRTS 300015Z AUTO 00000KT 9SM FEW005 BKN014 OVC039 M01/M02 A2971 RMK AO2,M
HTH,2021-12-30 00:15,-118.6315,38.5448,1282.89,37.40,23.00,55.68,90.00,16.00,0.00,29.69,M,10.00,21.00,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,27.46,KHTH 300015Z AUTO 09016G21KT 10SM FEW075 03/M05 A2969 RMK A01,M
BAM,2021-12-30 00:15,-116.8743,40.5990,1382.36,32.00,32.00,100.00,230.00,11.00,0.00,29.69,M,7.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,22.47,KBAM 300015Z AUTO 23011KT 7SM OVC060 00/00 A2969 RMK AO1,M
