station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LSV,2024-02-10 00:05,-115.0343,36.2362,570.00,51.80,32.00,46.59,210.00,16.00,0.00,29.90,1012.50,10.00,21.00,BKN,M,M,M,4900.00,M,M,M,-RA,M,M,M,M,M,M,51.80,KLSV 100005Z 21016G21KT 10SM -RA BKN049 11/M00 A2990 RMK AO2A SLP125 $,M
05U,2024-02-10 00:10,-116.0051,39.6042,1811.23,28.40,26.60,92.86,180.00,6.00,0.00,29.91,M,0.50,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,21.19,K05U 100010Z AUTO 18006KT 1/2SM BR M02/M03 A2991 RMK A01,M
BVU,2024-02-10 00:15,-114.8611,35.9475,671.00,48.20,35.60,61.52,170.00,10.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.28,KBVU 100015Z AUTO 17010KT 10SM CLR 09/02 A2993 RMK AO2,M
CXP,2024-02-10 00:15,-119.7326,39.1923,1431.00,39.20,24.80,55.95,10.00,8.00,0.00,30.00,M,10.00,M,FEW,FEW,OVC,M,3100.00,3600.00,4300.00,M,M,M,M,M,M,M,M,32.98,KCXP 100015Z AUTO 01008KT 10SM FEW031 FEW036 OVC043 04/M04 A3000 RMK AO2,M
RTS,2024-02-10 00:15,-119.8764,39.6682,1539.00,32.00,24.80,74.44,360.00,11.00,0.00,30.02,M,10.00,17.00,BKN,OVC,M,M,3400.00,4400.00,M,M,-DZ,M,M,M,M,M,M,22.47,KRTS 100015Z AUTO 36011G17KT 10SM -DZ BKN034 OVC044 00/M04 A3002 RMK AO2,M
MEV,2024-02-10 00:15,-119.7500,38.9963,1441.42,37.40,23.00,55.68,350.00,12.00,0.00,29.98,M,9.00,M,FEW,SCT,BKN,M,2200.00,2800.00,4300.00,M,-RA,M,M,M,M,M,M,28.87,KMEV 100015Z AUTO 35012KT 9SM -RA FEW022 SCT028 BKN043 03/M05 A2998 RMK AO2,M
BAM,2024-02-10 00:15,-116.8743,40.5990,1382.36,33.80,30.20,86.49,360.00,9.00,0.00,29.96,M,10.00,M,SCT,BKN,OVC,M,1800.00,4700.00,6500.00,M,M,M,M,M,M,M,M,25.75,KBAM 100015Z AUTO 36009KT 10SM SCT018 BKN047 OVC065 01/M01 A2996 RMK AO1,M
HTH,2024-02-10 00:15,-118.6315,38.5448,1282.89,39.20,26.60,60.29,350.00,15.00,0.00,29.96,M,9.00,24.00,FEW,SCT,BKN,M,1900.00,3200.00,4900.00,M,M,M,M,M,M,M,M,30.11,KHTH 100015Z AUTO 35015G24KT 9SM FEW019 SCT032 BKN049 04/M03 A2996 RMK A01,M
10U,2024-02-10 00:15,-116.1876,41.9532,1637.00,26.60,24.80,92.80,360.00,11.00,0.00,29.94,M,7.00,M,SCT,BKN,BKN,M,900.00,1400.00,2600.00,M,-SN,M,M,M,M,M,M,15.64,K10U 100015Z AUTO 36011KT 7SM -SN SCT009 BKN014 BKN026 M03/M04 A2994 RMK AO2,M
TMT,2024-02-10 00:15,-117.1971,39.4643,1749.34,30.00,22.00,71.78,320.00,7.00,0.00,29.93,M,10.00,M,SCT,SCT,OVC,M,1300.00,4800.00,5500.00,M,M,M,M,M,M,M,M,22.34,KTMT 100015Z AUTO 32007KT 10SM SCT013 SCT048 OVC055 M01/M06 A2993 RMK AO2 T10121056,M
BVU,2024-02-10 00:35,-114.8611,35.9475,671.00,48.20,35.60,61.52,160.00,10.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.28,KBVU 100035Z AUTO 16010KT 10SM CLR 09/02 A2992 RMK AO2,M
CXP,2024-02-10 00:35,-119.7326,39.1923,1431.00,37.40,24.80,60.04,340.00,7.00,0.00,30.01,M,10.00,M,FEW,OVC,M,M,3200.00,4200.00,M,M,M,M,M,M,M,M,M,31.36,KCXP 100035Z AUTO 34007KT 10SM FEW032 OVC042 03/M04 A3001 RMK AO2,M
RTS,2024-02-10 00:35,-119.8764,39.6682,1539.00,32.00,24.80,74.44,360.00,10.00,0.00,30.02,M,10.00,17.00,BKN,OVC,M,M,3400.00,4200.00,M,M,-UP,M,M,M,M,M,M,22.97,KRTS 100035Z AUTO 36010G17KT 10SM -UP BKN034 OVC042 M00/M04 A3002 RMK AO2,M
05U,2024-02-10 00:35,-116.0051,39.6042,1811.23,28.40,24.80,86.18,170.00,6.00,0.00,29.91,M,7.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.19,K05U 100035Z AUTO 17006KT 7SM M02/M04 A2991 RMK A01,M
