station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BVU,2022-07-30 00:15,-114.8611,35.9475,671.00,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBVU 300015Z AUTO RMK AO2 PNO PWINO TSNO,M
CXP,2022-07-30 00:15,-119.7326,39.1923,1431.00,98.60,30.20,9.04,50.00,8.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.46,KCXP 300015Z AUTO 05008KT 10SM CLR 37/M01 A3004 RMK AO2,M
RTS,2022-07-30 00:15,-119.8764,39.6682,1539.00,95.00,26.60,8.71,70.00,5.00,0.00,30.08,M,10.00,10.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.08,KRTS 300015Z AUTO 07005G10KT 10SM CLR 35/M03 A3008 RMK AO2,M
MEV,2022-07-30 00:15,-119.7500,38.9963,1441.42,98.60,30.20,9.04,40.00,8.00,0.00,30.02,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.46,KMEV 300015Z AUTO 04008G16KT 360V070 10SM CLR 37/M01 A3002 RMK AO2,M
BAM,2022-07-30 00:15,-116.8743,40.5990,1382.36,98.60,33.80,10.45,70.00,6.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.94,KBAM 300015Z AUTO 07006KT 10SM CLR 37/01 A3001 RMK AO1,M
HTH,2022-07-30 00:15,-118.6315,38.5448,1282.89,100.40,24.80,6.85,330.00,14.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.40,KHTH 300015Z AUTO 33014KT 10SM CLR 38/M04 A2995 RMK A01,M
TMT,2022-07-30 00:15,-117.1971,39.4643,1749.34,M,M,M,360.00,9.00,0.00,30.11,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 300015Z AUTO 36009G16KT 10SM CLR A3011 RMK AO2,M
TMT,2022-07-30 00:35,-117.1971,39.4643,1749.34,M,M,M,30.00,8.00,0.00,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 300035Z AUTO 03008KT 10SM CLR A3011 RMK AO2,M
BVU,2022-07-30 00:35,-114.8611,35.9475,671.00,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBVU 300035Z AUTO RMK AO2 PNO PWINO TSNO,M
HTH,2022-07-30 00:35,-118.6315,38.5448,1282.89,100.40,26.60,7.39,320.00,13.00,0.00,29.95,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.57,KHTH 300035Z AUTO 32013G19KT 10SM CLR 38/M03 A2995 RMK A01,M
