station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
INS,2022-06-30 00:06,-115.6733,36.5872,955.00,102.20,26.60,7.00,210.00,17.00,0.00,29.88,1005.90,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.09,KINS 300006Z AUTO 21017G21KT 10SM CLR 39/M03 A2988 RMK AO2 WSHFT 00 SLP059 $,M
INS,2022-06-30 00:11,-115.6733,36.5872,955.00,102.20,26.60,7.00,250.00,16.00,0.00,29.88,1005.90,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.09,KINS 300011Z AUTO 25016G22KT 10SM CLR 39/M03 A2988 RMK AO2 WSHFT 08 SLP059 $,M
BVU,2022-06-30 00:15,-114.8611,35.9475,671.00,105.80,32.00,7.84,260.00,17.00,0.00,29.84,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.82,KBVU 300015Z AUTO 26017G23KT 10SM CLR 41/00 A2984 RMK AO2,M
RTS,2022-06-30 00:15,-119.8764,39.6682,1539.00,84.20,26.60,12.23,260.00,18.00,0.00,30.14,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.13,KRTS 300015Z AUTO 26018G23KT 10SM CLR 29/M03 A3014 RMK AO2,M
05U,2022-06-30 00:15,-116.0051,39.6042,1811.23,91.40,26.60,9.74,300.00,10.00,0.00,30.10,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.36,K05U 300015Z AUTO 30010G17KT 10SM CLR 33/M03 A3010 RMK A01,M
MEV,2022-06-30 00:15,-119.7500,38.9963,1441.42,87.80,30.20,12.64,250.00,15.00,0.00,30.10,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.01,KMEV 300015Z AUTO 25015G21KT 10SM CLR 31/M01 A3010 RMK AO2,M
TMT,2022-06-30 00:15,-117.1971,39.4643,1749.34,89.40,32.20,13.03,300.00,11.00,0.00,30.10,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.41,KTMT 300015Z AUTO 30011G16KT 10SM CLR 32/00 A3010 RMK AO2 T03190001,M
BAM,2022-06-30 00:15,-116.8743,40.5990,1382.36,M,M,M,250.00,14.00,0.00,30.03,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 300015Z AUTO 25014G20KT 10SM CLR A3003 RMK AO1,M
HTH,2022-06-30 00:15,-118.6315,38.5448,1282.89,93.20,28.40,9.91,350.00,15.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.89,KHTH 300015Z AUTO 35015KT 10SM CLR 34/M02 A2998 RMK A01,M
P68,2022-06-30 00:20,-116.0056,39.6014,1993.00,89.00,27.00,10.64,320.00,15.00,0.00,30.07,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.68,KP68 300020Z AUTO 32015KT 32/M03 A3007 RMK AO1 WSHFT 0003 T03171028,M
INS,2022-06-30 00:24,-115.6733,36.5872,955.00,100.40,26.60,7.39,210.00,14.00,0.00,29.88,1006.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.57,KINS 300024Z AUTO 21014KT 10SM CLR 38/M03 A2988 RMK AO2 WSHFT 11 SLP060 $,M
LSV,2022-06-30 00:33,-115.0343,36.2362,570.00,107.60,33.80,7.99,200.00,15.00,0.00,29.78,1005.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.66,KLSV 300033Z AUTO 20015KT 10SM CLR 42/01 A2978 RMK AO2 WSHFT 20 SLP053 $,M
BVU,2022-06-30 00:35,-114.8611,35.9475,671.00,105.80,33.80,8.42,260.00,17.00,0.00,29.83,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.10,KBVU 300035Z AUTO 26017G26KT 10SM CLR 41/01 A2983 RMK AO2,M
RTS,2022-06-30 00:35,-119.8764,39.6682,1539.00,84.20,28.40,13.18,250.00,18.00,0.00,30.14,M,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.25,KRTS 300035Z AUTO 25018G27KT 10SM CLR 29/M02 A3014 RMK AO2,M
05U,2022-06-30 00:35,-116.0051,39.6042,1811.23,89.60,26.60,10.30,310.00,9.00,0.00,30.10,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.02,K05U 300035Z AUTO 31009G17KT 10SM CLR 32/M03 A3010 RMK A01,M
MEV,2022-06-30 00:35,-119.7500,38.9963,1441.42,86.00,33.80,15.48,250.00,14.00,0.00,30.10,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.66,KMEV 300035Z AUTO 25014G19KT 10SM CLR 30/01 A3010 RMK AO2,M
BAM,2022-06-30 00:35,-116.8743,40.5990,1382.36,M,M,M,270.00,10.00,0.00,30.02,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 300035Z AUTO 27010G21KT 10SM CLR A3002 RMK AO1,M
HTH,2022-06-30 00:35,-118.6315,38.5448,1282.89,93.20,28.40,9.91,360.00,19.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.89,KHTH 300035Z AUTO 36019KT 10SM CLR 34/M02 A2998 RMK A01,M
TMT,2022-06-30 00:35,-117.1971,39.4643,1749.34,88.30,32.20,13.49,270.00,10.00,0.00,30.10,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.49,KTMT 300035Z AUTO 27010G14KT 10SM CLR 31/00 A3010 RMK AO2 T03130001,M
LSV,2022-06-30 00:42,-115.0343,36.2362,570.00,107.60,33.80,7.99,230.00,14.00,0.00,29.78,1005.30,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.66,KLSV 300042Z AUTO 23014G21KT 10SM CLR 42/01 A2978 RMK AO2 WSHFT 34 SLP053 $,M
P68,2022-06-30 00:53,-116.0056,39.6014,1993.00,87.00,27.00,11.34,330.00,14.00,0.00,30.07,1008.50,M,19.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.21,KP68 300053Z AUTO 33014G19KT 31/M03 A3007 RMK AO1 WSHFT 0003 SLP085 T03061028,M
ELY,2022-06-30 00:53,-114.8453,39.2950,1909.00,87.00,25.00,10.43,210.00,13.00,0.00,30.10,1007.50,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,31.00,230.00,2022-06-29 23:55,83.06,KELY 300053Z AUTO 21013G22KT 10SM CLR 31/M04 A3010 RMK AO2 PK WND 23031/2355 SLP075 T03061039,M
DRA,2022-06-30 00:53,-116.0278,36.6206,1009.00,100.00,30.00,8.59,230.00,16.00,0.00,29.91,1006.40,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,31.00,230.00,2022-06-30 00:48,93.61,KDRA 300053Z AUTO 23016G31KT 10SM CLR 38/M01 A2991 RMK AO2 PK WND 23031/0048 SLP064 T03781011,M
LOL,2022-06-30 00:53,-118.5701,40.0684,1192.43,93.00,26.10,9.07,270.00,8.00,0.00,29.97,1011.20,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,280.00,2022-06-30 00:49,87.52,KLOL 300053Z AUTO 27008G26KT 10SM CLR 34/M03 A2997 RMK AO2 PK WND 28026/0049 SLP112 T03391033,M
VGT,2022-06-30 00:53,-115.1933,36.2111,667.00,107.00,38.00,9.54,240.00,13.00,0.00,29.81,1007.60,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,101.00,KVGT 300053Z 24013G21KT 10SM CLR 42/03 A2981 RMK AO2 SLP076 T04170033,M
BVU,2022-06-30 00:55,-114.8611,35.9475,671.00,105.80,32.00,7.84,240.00,17.00,0.00,29.83,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.82,KBVU 300055Z AUTO 24017G22KT 10SM CLR 41/00 A2983 RMK AO2,M
RNO,2022-06-30 00:55,-119.7711,39.4839,1341.00,89.00,32.00,13.05,230.00,10.00,0.00,30.06,1012.30,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.15,KRNO 300055Z 23010G21KT 10SM CLR 32/00 A3006 RMK AO2 SLP123 T03170000,M
RTS,2022-06-30 00:55,-119.8764,39.6682,1539.00,82.40,26.60,12.97,240.00,17.00,0.00,30.14,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.92,KRTS 300055Z AUTO 24017G26KT 200V270 10SM CLR 28/M03 A3014 RMK AO2,M
05U,2022-06-30 00:55,-116.0051,39.6042,1811.23,87.80,26.60,10.91,320.00,14.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.69,K05U 300055Z AUTO 32014KT 10SM CLR 31/M03 A3010 RMK A01,M
MEV,2022-06-30 00:55,-119.7500,38.9963,1441.42,86.00,32.00,14.40,250.00,21.00,0.00,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.64,KMEV 300055Z AUTO 25021KT 10SM CLR 30/00 A3009 RMK AO2,M
BAM,2022-06-30 00:55,-116.8743,40.5990,1382.36,M,M,M,230.00,7.00,0.00,30.02,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 300055Z AUTO 23007G20KT 10SM CLR A3002 RMK AO1,M
HTH,2022-06-30 00:55,-118.6315,38.5448,1282.89,91.40,28.40,10.48,350.00,16.00,0.00,29.98,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.53,KHTH 300055Z AUTO 35016G26KT 10SM CLR 33/M02 A2998 RMK A01,M
TMT,2022-06-30 00:55,-117.1971,39.4643,1749.34,89.20,32.50,13.27,270.00,12.00,0.00,30.09,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.24,KTMT 300055Z AUTO 27012G19KT 230V300 10SM CLR 32/00 A3009 RMK AO2 T03180003,M
EKO,2022-06-30 00:56,-115.7860,40.8242,1367.00,91.00,28.00,10.44,260.00,18.00,0.00,30.03,1010.70,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,250.00,2022-06-30 00:53,86.19,KEKO 300056Z AUTO 26018G27KT 10SM CLR 33/M02 A3003 RMK AO2 PK WND 25027/0053 SLP107 T03281022,M
WMC,2022-06-30 00:56,-117.8072,40.9019,1315.00,91.00,26.10,9.66,300.00,7.00,0.00,30.01,1011.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.02,KWMC 300056Z AUTO 30007KT 10SM CLR 33/M03 A3001 RMK AO2 SLP116 T03281033,M
NFL,2022-06-30 00:56,-118.7010,39.4166,1199.00,93.00,30.90,11.04,270.00,18.00,0.00,29.98,1012.40,10.00,22.00,FEW,FEW,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,88.02,KNFL 300056Z 27018G22KT 10SM FEW090 FEW120 34/M01 A2998 RMK AO2 SLP124 BLDU DSNT NE-E T03391006,M
