station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
NFL,2023-06-14 00:05,-118.7010,39.4166,1199.00,79.00,49.00,34.81,20.00,4.00,0.00,29.94,M,10.00,M,SCT,BKN,BKN,M,6000.00,10000.00,15000.00,M,TS,M,M,M,M,M,M,79.00,KNFL 140005Z 02004KT 10SM TS SCT060CB BKN100 BKN150 26/09 A2994 RMK AO2 TSB2359 OCNL LTGICCC N TS N MOV SE T02610094,M
05U,2023-06-14 00:10,-116.0051,39.6042,1811.23,64.40,48.20,55.63,M,5.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,K05U 140010Z AUTO VRB05KT 10SM CLR 18/09 A3008 RMK A01,M
BVU,2023-06-14 00:15,-114.8611,35.9475,671.00,91.40,37.40,15.05,120.00,7.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.23,KBVU 140015Z AUTO 12007KT 10SM CLR 33/03 A2982 RMK AO2,M
CXP,2023-06-14 00:15,-119.7326,39.1923,1431.00,69.80,46.40,43.13,320.00,10.00,0.00,30.05,M,10.00,M,BKN,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,69.80,KCXP 140015Z AUTO 32010KT 10SM BKN085 21/08 A3005 RMK AO2 LTG DSNT ALQDS,M
RTS,2023-06-14 00:15,-119.8764,39.6682,1539.00,69.80,50.00,49.37,310.00,8.00,0.00,30.06,M,10.00,14.00,FEW,FEW,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,69.80,KRTS 140015Z AUTO 31008G14KT 10SM FEW090 FEW120 21/10 A3006 RMK AO2,M
MEV,2023-06-14 00:15,-119.7500,38.9963,1441.42,68.00,50.00,52.51,280.00,16.00,0.00,30.03,M,10.00,22.00,FEW,FEW,M,M,9500.00,12000.00,M,M,M,M,M,M,M,M,M,68.00,KMEV 140015Z AUTO 28016G22KT 10SM FEW095 FEW120 20/10 A3003 RMK AO2 LTG DSNT ALQDS,M
BAM,2023-06-14 00:15,-116.8743,40.5990,1382.36,68.00,53.60,59.97,350.00,19.00,0.00,29.98,M,10.00,M,BKN,OVC,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,68.00,KBAM 140015Z AUTO 35019KT 10SM BKN055 OVC065 20/12 A2998 RMK AO1,M
TMT,2023-06-14 00:15,-117.1971,39.4643,1749.34,63.00,51.80,66.80,70.00,4.00,0.00,30.05,M,10.00,M,SCT,BKN,OVC,M,7000.00,9000.00,12000.00,M,VCTS,M,M,M,M,M,M,63.00,KTMT 140015Z AUTO 07004KT 10SM VCTS SCT070 BKN090 OVC120 17/11 A3005 RMK AO2 LTG DSNT NW THRU E T01720110,M
NFL,2023-06-14 00:21,-118.7010,39.4166,1199.00,74.00,53.00,48.18,350.00,18.00,T,29.96,M,6.00,26.00,SCT,BKN,BKN,M,6000.00,10000.00,15000.00,M,TSRA,M,M,M,26.00,340.00,2023-06-14 00:17,73.90,KNFL 140021Z 35018G26KT 6SM TSRA SCT060CB BKN100 BKN150 23/12 A2996 RMK AO2 PK WND 34026/0017 RAB13 TSB2359 PRESRR OCNL LTGICCCCG OVHD TS OVHD MOV S WR// P0000 T02330117,M
RNO,2023-06-14 00:29,-119.7711,39.4839,1341.00,66.00,57.00,72.72,130.00,7.00,0.05,30.04,M,10.00,M,SCT,BKN,BKN,M,6500.00,11000.00,15000.00,M,M,M,M,M,M,M,M,66.00,KRNO 140029Z 13007KT 10SM SCT065 BKN110 BKN150 19/14 A3004 RMK AO2 LTG DSNT SE RAE08 TSE28 CB DSNT SE THRU SW P0005 T01890139,M
05U,2023-06-14 00:30,-116.0051,39.6042,1811.23,62.60,46.40,55.37,40.00,9.00,0.00,30.08,M,10.00,M,FEW,SCT,SCT,M,6000.00,7000.00,8000.00,M,M,M,M,M,M,M,M,62.60,K05U 140030Z AUTO 04009KT 10SM FEW060 SCT070 SCT080 17/08 A3008 RMK A01,M
BVU,2023-06-14 00:35,-114.8611,35.9475,671.00,89.60,37.40,15.92,200.00,9.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.67,KBVU 140035Z AUTO 20009KT 10SM CLR 32/03 A2981 RMK AO2,M
CXP,2023-06-14 00:35,-119.7326,39.1923,1431.00,68.00,48.20,49.10,320.00,16.00,0.00,30.06,M,10.00,M,SCT,BKN,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,68.00,KCXP 140035Z AUTO 32016KT 10SM SCT090 BKN120 20/09 A3006 RMK AO2 LTG DSNT ALQDS,M
