"Date","Time","Value"
"06/12/2025","06:45:00","228"
"06/12/2025","06:30:00","224"
"06/12/2025","06:15:00","214"
"06/12/2025","06:00:00","222"
"06/12/2025","05:45:00","232"
"06/12/2025","05:30:00","205"
"06/12/2025","05:15:00","210"
"06/12/2025","05:00:00","215"
"06/12/2025","04:45:00","211"
"06/12/2025","04:30:00","225"
"06/12/2025","04:15:00","190"
"06/12/2025","04:00:00","221"
"06/12/2025","03:45:00","226"
"06/12/2025","03:30:00","214"
"06/12/2025","03:15:00","190"
"06/12/2025","03:00:00","238"
"06/12/2025","02:45:00","204"
"06/12/2025","02:30:00","223"
"06/12/2025","02:15:00","208"
"06/12/2025","02:00:00","238"
"06/12/2025","01:45:00","228"
"06/12/2025","01:30:00","184"
"06/12/2025","01:15:00","204"
"06/12/2025","01:00:00","210"
