station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CXP,2024-08-17 00:10,-119.7326,39.1923,1431.00,84.20,28.40,13.18,280.00,16.00,0.00,30.03,M,9.00,30.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.25,KCXP 170010Z AUTO 28016G30KT 9SM CLR 29/M02 A3003 RMK AO2,M
05U,2024-08-17 00:10,-116.0051,39.6042,1811.23,M,M,M,250.00,12.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 170010Z AUTO 25012KT 210V270 10SM CLR A3005 RMK A01,M
BVU,2024-08-17 00:15,-114.8611,35.9475,671.00,102.20,46.40,15.30,150.00,21.00,0.00,29.80,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.43,KBVU 170015Z AUTO 15021G28KT 10SM CLR 39/08 A2980 RMK AO2,M
RTS,2024-08-17 00:15,-119.8764,39.6682,1539.00,84.20,19.40,9.04,240.00,12.00,0.00,30.05,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.68,KRTS 170015Z AUTO 24012G19KT 10SM CLR 29/M07 A3005 RMK AO2,M
MEV,2024-08-17 00:15,-119.7500,38.9963,1441.42,86.00,28.40,12.44,280.00,14.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.54,KMEV 170015Z AUTO 28014KT 10SM CLR 30/M02 A3001 RMK AO2,M
BAM,2024-08-17 00:15,-116.8743,40.5990,1382.36,91.40,28.40,10.48,260.00,10.00,0.00,29.99,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.53,KBAM 170015Z AUTO 26010G16KT 10SM CLR 33/M02 A2999 RMK AO1,M
HTH,2024-08-17 00:15,-118.6315,38.5448,1282.89,93.20,23.00,7.92,320.00,13.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.42,KHTH 170015Z AUTO 32013KT 10SM CLR 34/M05 A2993 RMK A01,M
10U,2024-08-17 00:15,-116.1876,41.9532,1637.00,84.20,24.80,11.35,210.00,9.00,0.00,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,81.00,K10U 170015Z AUTO 21009KT 180V240 10SM FEW120 29/M04 A3006 RMK AO2,M
TMT,2024-08-17 00:15,-117.1971,39.4643,1749.34,87.60,24.00,9.85,280.00,4.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.35,KTMT 170015Z AUTO 28004KT 10SM CLR 31/M04 A3005 RMK AO2 T03091044,M
05U,2024-08-17 00:30,-116.0051,39.6042,1811.23,M,M,M,260.00,11.00,0.00,30.05,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 170030Z AUTO 26011G19KT 10SM CLR A3005 RMK A01,M
BVU,2024-08-17 00:35,-114.8611,35.9475,671.00,102.20,46.40,15.30,160.00,18.00,0.00,29.80,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.43,KBVU 170035Z AUTO 16018G25KT 10SM CLR 39/08 A2980 RMK AO2,M
CXP,2024-08-17 00:35,-119.7326,39.1923,1431.00,84.20,30.20,14.18,290.00,14.00,0.00,30.03,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.26,KCXP 170035Z AUTO 29014G22KT 10SM CLR 29/M01 A3003 RMK AO2,M
