station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
HTH,2021-10-08 00:15,-118.6315,38.5448,1282.89,69.80,30.20,22.86,330.00,6.00,0.00,29.90,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,69.80,KHTH 080015Z AUTO 33006KT 10SM FEW120 21/M01 A2990 RMK A01,M
MEV,2021-10-08 00:15,-119.7500,38.9963,1441.42,64.40,37.40,36.74,250.00,11.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KMEV 080015Z AUTO 25011KT 10SM CLR 18/03 A2994 RMK AO2,M
RTS,2021-10-08 00:15,-119.8764,39.6682,1539.00,57.20,37.40,47.44,260.00,15.00,0.00,29.98,M,10.00,24.00,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,57.20,KRTS 080015Z AUTO 26015G24KT 10SM BKN100 14/03 A2998 RMK AO2,M
05U,2021-10-08 00:15,-116.0051,39.6042,1811.23,60.80,37.40,41.71,140.00,4.00,0.00,30.02,M,10.00,M,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,60.80,K05U 080015Z AUTO 14004KT 10SM FEW095 16/03 A3002 RMK A01,M
BAM,2021-10-08 00:15,-116.8743,40.5990,1382.36,68.00,37.40,32.43,60.00,8.00,0.00,29.94,M,3.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KBAM 080015Z AUTO 06008KT 3SM CLR 20/03 A2994 RMK AO1,M
BVU,2021-10-08 00:15,-114.8611,35.9475,671.00,80.60,50.00,34.41,150.00,19.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.88,KBVU 080015Z AUTO 15019KT 10SM CLR 27/10 A2992 RMK AO2,M
CXP,2021-10-08 00:15,-119.7326,39.1923,1431.00,64.40,35.60,34.22,270.00,11.00,0.00,29.95,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KCXP 080015Z AUTO 27011G22KT 10SM CLR 18/02 A2995 RMK AO2,M
TMT,2021-10-08 00:15,-117.1971,39.4643,1749.34,62.00,38.30,41.56,80.00,3.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,61.90,KTMT 080015Z AUTO 08003KT 10SM CLR 17/04 A2999 RMK AO2 LTG DSNT NE T01660035,M
CXP,2021-10-08 00:30,-119.7326,39.1923,1431.00,66.20,35.60,32.14,290.00,10.00,0.00,29.95,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KCXP 080030Z AUTO 29010G17KT 10SM CLR 19/02 A2995 RMK AO2,M
WMC,2021-10-08 00:32,-117.8072,40.9019,1315.00,64.00,38.00,38.00,250.00,17.00,0.00,29.95,M,6.00,27.00,FEW,BKN,M,M,7000.00,11000.00,M,M,VCTS HZ,M,M,M,27.00,240.00,2021-10-08 00:30,64.00,KWMC 080032Z AUTO 25017G27KT 6SM VCTS HZ FEW070 BKN110 18/03 A2995 RMK AO2 PK WND 24027/0030 LTG DSNT W AND NW PRESRR T01780033,M
