station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BVU,2024-03-15 00:15,-114.8611,35.9475,671.00,57.20,24.80,28.48,90.00,9.00,0.00,29.82,M,10.00,M,FEW,SCT,M,M,6000.00,10000.00,M,M,M,M,M,M,M,M,M,57.20,KBVU 150015Z AUTO 09009KT 10SM FEW060 SCT100 14/M04 A2982 RMK AO2,M
CXP,2024-03-15 00:15,-119.7326,39.1923,1431.00,48.20,15.80,27.04,30.00,14.00,0.00,30.11,M,10.00,23.00,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,42.04,KCXP 150015Z AUTO 03014G23KT 10SM FEW065 09/M09 A3011 RMK AO2,M
RTS,2024-03-15 00:15,-119.8764,39.6682,1539.00,44.60,15.80,30.98,50.00,13.00,0.00,30.14,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.71,KRTS 150015Z AUTO 05013G19KT 10SM CLR 07/M09 A3014 RMK AO2,M
MEV,2024-03-15 00:15,-119.7500,38.9963,1441.42,48.20,14.00,24.99,10.00,13.00,0.00,30.09,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.32,KMEV 150015Z AUTO 01013G24KT 10SM CLR 09/M10 A3009 RMK AO2,M
HTH,2024-03-15 00:15,-118.6315,38.5448,1282.89,48.20,19.40,31.57,330.00,19.00,0.00,30.08,M,10.00,27.00,BKN,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,40.86,KHTH 150015Z AUTO 33019G27KT 10SM BKN075 09/M07 A3008 RMK A01,M
10U,2024-03-15 00:15,-116.1876,41.9532,1637.00,41.00,21.20,44.85,30.00,13.00,0.00,30.19,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.10,K10U 150015Z AUTO 03013G18KT 10SM CLR 05/M06 A3019 RMK AO2,M
TMT,2024-03-15 00:15,-117.1971,39.4643,1749.34,39.20,21.00,47.69,30.00,16.00,0.00,30.09,M,10.00,20.00,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,29.80,KTMT 150015Z AUTO 03016G20KT 10SM SCT050 04/M06 A3009 RMK AO2 T00401061,M
BVU,2024-03-15 00:35,-114.8611,35.9475,671.00,57.20,24.80,28.48,90.00,14.00,0.00,29.82,M,10.00,20.00,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,57.20,KBVU 150035Z AUTO 09014G20KT 10SM BKN100 14/M04 A2982 RMK AO2,M
CXP,2024-03-15 00:35,-119.7326,39.1923,1431.00,48.20,15.80,27.04,40.00,14.00,0.00,30.11,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.04,KCXP 150035Z AUTO 04014G21KT 10SM CLR 09/M09 A3011 RMK AO2,M
RTS,2024-03-15 00:35,-119.8764,39.6682,1539.00,44.60,15.80,30.98,50.00,10.00,0.00,30.14,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.77,KRTS 150035Z AUTO 05010G16KT 10SM CLR 07/M09 A3014 RMK AO2,M
MEV,2024-03-15 00:35,-119.7500,38.9963,1441.42,48.20,15.80,27.04,40.00,19.00,0.00,30.09,M,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,40.86,KMEV 150035Z AUTO 04019KT 10SM FEW070 09/M09 A3009 RMK AO2,M
