station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TMT,2021-12-08 00:10,-117.1971,39.4643,1749.34,42.00,34.70,74.84,230.00,5.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.39,KTMT 080010Z AUTO 23005KT 10SM CLR 06/02 A3008 RMK AO2 T00560015,M
RTS,2021-12-08 00:15,-119.8764,39.6682,1539.00,46.40,35.60,65.83,120.00,4.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.24,KRTS 080015Z AUTO 12004KT 10SM CLR 08/02 A3008 RMK AO2,M
BAM,2021-12-08 00:15,-116.8743,40.5990,1382.36,51.80,30.20,43.32,250.00,3.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KBAM 080015Z AUTO 25003KT 10SM CLR 11/M01 A3006 RMK AO1,M
HTH,2021-12-08 00:15,-118.6315,38.5448,1282.89,48.20,41.00,76.01,300.00,3.00,0.00,30.08,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.21,KHTH 080015Z AUTO 30003KT 9SM CLR 09/05 A3008 RMK A01,M
05U,2021-12-08 00:15,-116.0051,39.6042,1811.23,44.60,26.60,48.96,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.60,K05U 080015Z AUTO 00000KT 10SM CLR 07/M03 A3008 RMK A01,M
MEV,2021-12-08 00:15,-119.7500,38.9963,1441.42,46.40,41.00,81.34,0.00,0.00,0.00,30.08,M,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,46.40,KMEV 080015Z AUTO 00000KT 10SM OVC035 08/05 A3008 RMK AO2,M
BVU,2021-12-08 00:15,-114.8611,35.9475,671.00,55.40,44.60,66.91,220.00,5.00,0.00,30.01,M,10.00,M,SCT,BKN,OVC,M,4200.00,5500.00,12000.00,M,-DZ,M,M,M,M,M,M,55.40,KBVU 080015Z AUTO 22005KT 10SM -DZ SCT042 BKN055 OVC120 13/07 A3001 RMK AO2,M
CXP,2021-12-08 00:15,-119.7326,39.1923,1431.00,48.20,39.20,70.88,110.00,4.00,0.00,30.09,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,46.34,KCXP 080015Z AUTO 11004KT 10SM OVC037 09/04 A3009 RMK AO2,M
TMT,2021-12-08 00:30,-117.1971,39.4643,1749.34,38.50,33.30,81.39,250.00,5.00,0.00,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.11,KTMT 080030Z AUTO 25005KT 10SM CLR 04/01 A3009 RMK AO2 T00360007,M
CXP,2021-12-08 00:35,-119.7326,39.1923,1431.00,46.40,39.20,75.84,120.00,4.00,0.00,30.09,M,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,44.24,KCXP 080035Z AUTO 12004KT 10SM OVC038 08/04 A3009 RMK AO2,M
