station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BAM,2022-09-10 00:15,-116.8743,40.5990,1382.36,86.00,17.60,7.90,340.00,10.00,0.00,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.85,KBAM 100015Z AUTO 34010KT 10SM CLR 30/M08 A2990 RMK AO1,M
HTH,2022-09-10 00:15,-118.6315,38.5448,1282.89,87.80,23.00,9.39,320.00,13.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.43,KHTH 100015Z AUTO 32013KT 10SM CLR 31/M05 A2981 RMK A01,M
RTS,2022-09-10 00:15,-119.8764,39.6682,1539.00,84.20,17.60,8.37,0.00,0.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.59,KRTS 100015Z AUTO 00000KT 10SM CLR 29/M08 A2991 RMK AO2,M
05U,2022-09-10 00:15,-116.0051,39.6042,1811.23,84.20,24.80,11.35,20.00,8.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.00,K05U 100015Z AUTO 02008KT 10SM 29/M04 A2998 RMK A01,M
TMT,2022-09-10 00:15,-117.1971,39.4643,1749.34,M,M,M,30.00,9.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 100015Z AUTO 03009KT 10SM CLR A2996 RMK AO2,M
CXP,2022-09-10 00:15,-119.7326,39.1923,1431.00,84.20,23.00,10.53,70.00,12.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.88,KCXP 100015Z AUTO 07012KT 10SM CLR 29/M05 A2989 RMK AO2,M
BVU,2022-09-10 00:15,-114.8611,35.9475,671.00,91.40,57.20,31.72,170.00,15.00,0.00,29.71,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.06,KBVU 100015Z AUTO 17015KT 33/14 A2971 RMK AO2 TSNO,M
MEV,2022-09-10 00:15,-119.7500,38.9963,1441.42,86.00,21.20,9.21,330.00,9.00,0.00,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.04,KMEV 100015Z AUTO 33009KT 10SM CLR 30/M06 A2988 RMK AO2,M
BAM,2022-09-10 00:35,-116.8743,40.5990,1382.36,86.00,17.60,7.90,350.00,10.00,0.00,29.90,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.85,KBAM 100035Z AUTO 35010G14KT 10SM CLR 30/M08 A2990 RMK AO1,M
HTH,2022-09-10 00:35,-118.6315,38.5448,1282.89,87.80,24.80,10.12,320.00,14.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.56,KHTH 100035Z AUTO 32014KT 10SM CLR 31/M04 A2981 RMK A01,M
BVU,2022-09-10 00:35,-114.8611,35.9475,671.00,89.60,57.20,33.56,170.00,14.00,0.00,29.71,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.28,KBVU 100035Z AUTO 17014KT 32/14 A2971 RMK AO2 TSNO,M
CXP,2022-09-10 00:35,-119.7326,39.1923,1431.00,84.20,23.00,10.53,70.00,8.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.88,KCXP 100035Z AUTO 07008KT 10SM CLR 29/M05 A2989 RMK AO2,M
RTS,2022-09-10 00:35,-119.8764,39.6682,1539.00,82.40,17.60,8.87,30.00,5.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.36,KRTS 100035Z AUTO 03005KT 10SM CLR 28/M08 A2991 RMK AO2,M
05U,2022-09-10 00:35,-116.0051,39.6042,1811.23,82.40,26.60,12.97,30.00,9.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.92,K05U 100035Z AUTO 03009KT 10SM 28/M03 A2998 RMK A01,M
TMT,2022-09-10 00:35,-117.1971,39.4643,1749.34,M,M,M,50.00,7.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 100035Z AUTO 05007KT 10SM CLR A2996 RMK AO2,M
