station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TPH,2022-08-05 00:06,-117.0904,38.0505,1654.00,76.00,60.00,58.04,160.00,16.00,T,30.11,M,7.00,23.00,FEW,BKN,OVC,M,6500.00,9000.00,11000.00,M,-RA,M,M,M,M,M,M,75.90,KTPH 050006Z AUTO 16016G23KT 7SM -RA FEW065 BKN090 OVC110 24/16 A3011 RMK AO2 LTG DSNT S TSE00 P0000 T02440156,M
CXP,2022-08-05 00:10,-119.7326,39.1923,1431.00,71.60,57.20,60.44,200.00,11.00,0.00,30.14,M,10.00,M,FEW,SCT,BKN,M,8000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,71.60,KCXP 050010Z AUTO 20011KT 170V230 10SM FEW080 SCT090 BKN110 22/14 A3014 RMK AO2,M
BAM,2022-08-05 00:15,-116.8743,40.5990,1382.36,96.80,48.20,19.28,330.00,10.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.36,KBAM 050015Z AUTO 33010KT 10SM CLR 36/09 A2996 RMK AO1,M
05U,2022-08-05 00:15,-116.0051,39.6042,1811.23,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,K05U 050015Z AUTO RMK A01 PNO,M
BVU,2022-08-05 00:15,-114.8611,35.9475,671.00,84.20,66.20,54.80,150.00,18.00,0.00,29.89,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.50,KBVU 050015Z AUTO 15018KT 29/19 A2989 RMK AO2 PWINO TSNO,M
RTS,2022-08-05 00:15,-119.8764,39.6682,1539.00,64.40,57.20,77.45,190.00,9.00,0.00,30.12,M,3.00,15.00,SCT,BKN,OVC,M,3000.00,3600.00,8500.00,M,RA,M,M,M,M,M,M,64.40,KRTS 050015Z AUTO 19009G15KT 3SM RA SCT030 BKN036 OVC085 18/14 A3012 RMK AO2,M
MEV,2022-08-05 00:15,-119.7500,38.9963,1441.42,62.60,59.00,88.00,160.00,10.00,0.00,30.12,M,0.75,M,BKN,BKN,OVC,M,300.00,2700.00,3800.00,M,VCTS RA BR,M,M,M,M,M,M,62.60,KMEV 050015Z AUTO 16010KT 3/4SM VCTS RA BR BKN003 BKN027 OVC038 17/15 A3012 RMK AO2 LTG DSNT ALQDS VIS 1/2V1 3/4,M
HTH,2022-08-05 00:15,-118.6315,38.5448,1282.89,73.40,60.80,64.69,210.00,23.00,0.00,30.07,M,7.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,73.40,KHTH 050015Z AUTO 21023KT 7SM SCT110 23/16 A3007 RMK A01,M
TMT,2022-08-05 00:15,-117.1971,39.4643,1749.34,M,M,M,250.00,5.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 050015Z AUTO 25005KT 10SM CLR A3010 RMK AO2 LTG DSNT SW,M
LOL,2022-08-05 00:20,-118.5701,40.0684,1192.43,96.00,45.00,17.46,190.00,11.00,0.00,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,VCTS,M,M,M,M,M,M,92.17,KLOL 050020Z AUTO 19011KT 10SM VCTS CLR 36/07 A2990 RMK AO2 LTG DSNT SW AND NW T03560072,M
ELY,2022-08-05 00:28,-114.8453,39.2950,1909.00,76.00,54.00,46.57,330.00,12.00,T,30.15,M,10.00,M,BKN,OVC,M,M,9500.00,11000.00,M,M,M,M,M,M,M,M,M,75.90,KELY 050028Z AUTO 33012KT 10SM BKN095 OVC110 24/12 A3015 RMK AO2 WSHFT 0008 RAE27 P0000 T02440122,M
TPH,2022-08-05 00:28,-117.0904,38.0505,1654.00,76.00,62.00,62.30,70.00,4.00,0.00,30.10,M,10.00,M,FEW,SCT,OVC,M,6000.00,9000.00,11000.00,M,VCTS,M,M,M,M,M,M,75.90,KTPH 050028Z AUTO 07004KT 10SM VCTS FEW060 SCT090 OVC110 24/17 A3010 RMK AO2 RAE24 TSE00 T02440167 PNO $,M
RTS,2022-08-05 00:35,-119.8764,39.6682,1539.00,66.20,59.00,77.60,130.00,7.00,0.00,30.13,M,3.00,15.00,FEW,BKN,OVC,M,300.00,3200.00,5000.00,M,-RA,M,M,M,M,M,M,66.20,KRTS 050035Z AUTO 13007G15KT 3SM -RA FEW003 BKN032 OVC050 19/15 A3013 RMK AO2,M
