station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
INS,2024-02-02 00:09,-115.6733,36.5872,955.00,46.40,41.00,81.34,120.00,10.00,0.00,29.66,1002.50,10.00,M,SCT,SCT,BKN,OVC,1500.00,2000.00,7000.00,9000.00,M,M,M,M,M,M,M,41.03,KINS 020009Z AUTO 12010KT 10SM SCT015 SCT020 BKN070 OVC090 08/05 A2966 RMK AO2 RAE2359 SLP025,M
TPH,2024-02-02 00:09,-117.0904,38.0505,1654.00,35.00,34.00,96.09,170.00,9.00,T,29.64,M,9.00,M,BKN,OVC,M,M,800.00,1500.00,M,M,-RA,M,M,M,M,M,M,27.24,KTPH 020009Z AUTO 17009KT 9SM -RA BKN008 OVC015 02/01 A2964 RMK AO2 P0000 T00170011,M
BVU,2024-02-02 00:15,-114.8611,35.9475,671.00,50.00,41.00,71.07,200.00,20.00,0.00,29.72,M,4.00,27.00,FEW,OVC,M,M,3500.00,4800.00,M,M,-RA,M,M,M,M,M,M,50.00,KBVU 020015Z AUTO 20020G27KT 4SM -RA FEW035 OVC048 10/05 A2972 RMK AO2,M
CXP,2024-02-02 00:15,-119.7326,39.1923,1431.00,46.40,23.00,39.36,280.00,9.00,0.00,29.62,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.42,KCXP 020015Z AUTO 28009G18KT 10SM CLR 08/M05 A2962 RMK AO2,M
RTS,2024-02-02 00:15,-119.8764,39.6682,1539.00,42.80,24.80,48.67,280.00,7.00,0.00,29.62,M,10.00,14.00,SCT,BKN,M,M,4600.00,5500.00,M,M,M,M,M,M,M,M,M,37.94,KRTS 020015Z AUTO 28007G14KT 10SM SCT046 BKN055 06/M04 A2962 RMK AO2,M
05U,2024-02-02 00:15,-116.0051,39.6042,1811.23,41.00,32.00,70.08,350.00,8.00,0.00,29.62,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.20,K05U 020015Z AUTO 35008KT 10SM 05/M00 A2962 RMK A01,M
MEV,2024-02-02 00:15,-119.7500,38.9963,1441.42,44.60,21.20,39.06,260.00,18.00,0.00,29.60,M,10.00,24.00,SCT,BKN,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,36.34,KMEV 020015Z AUTO 26018G24KT 10SM SCT060 BKN070 07/M06 A2960 RMK AO2,M
BAM,2024-02-02 00:15,-116.8743,40.5990,1382.36,42.80,41.00,93.30,220.00,7.00,0.00,29.61,M,4.00,M,SCT,BKN,OVC,M,1300.00,1900.00,2500.00,M,M,M,M,M,M,M,M,37.94,KBAM 020015Z AUTO 22007KT 4SM SCT013 BKN019 OVC025 06/05 A2961 RMK AO1,M
HTH,2024-02-02 00:15,-118.6315,38.5448,1282.89,44.60,33.80,65.61,330.00,3.00,0.00,29.61,M,10.00,M,BKN,BKN,BKN,M,4700.00,6000.00,7000.00,M,M,M,M,M,M,M,M,43.09,KHTH 020015Z AUTO 33003KT 10SM BKN047 BKN060 BKN070 07/01 A2961 RMK A01,M
10U,2024-02-02 00:15,-116.1876,41.9532,1637.00,39.20,37.40,93.19,140.00,4.00,0.00,29.58,M,8.00,M,BKN,BKN,M,M,1700.00,2200.00,M,M,-RA,M,M,M,M,M,M,35.83,K10U 020015Z AUTO 14004KT 8SM -RA BKN017 BKN022 04/03 A2958 RMK AO2,M
