station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TMT,2022-06-28 00:15,-117.1971,39.4643,1749.34,M,M,M,260.00,6.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 280015Z AUTO 26006KT 10SM CLR A3022 RMK AO2,M
RTS,2022-06-28 00:15,-119.8764,39.6682,1539.00,87.80,23.00,9.39,240.00,22.00,0.00,30.22,M,10.00,30.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.43,KRTS 280015Z AUTO 24022G30KT 10SM CLR 31/M05 A3022 RMK AO2,M
MEV,2022-06-28 00:15,-119.7500,38.9963,1441.42,91.40,26.60,9.74,240.00,15.00,0.00,30.17,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.36,KMEV 280015Z AUTO 24015G21KT 10SM CLR 33/M03 A3017 RMK AO2,M
BAM,2022-06-28 00:15,-116.8743,40.5990,1382.36,M,M,M,210.00,6.00,0.00,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 280015Z AUTO 21006KT 10SM CLR A3011 RMK AO1,M
HTH,2022-06-28 00:15,-118.6315,38.5448,1282.89,96.80,24.80,7.65,330.00,7.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.40,KHTH 280015Z AUTO 33007KT 10SM CLR 36/M04 A3007 RMK A01,M
BVU,2022-06-28 00:15,-114.8611,35.9475,671.00,104.00,35.60,9.54,30.00,5.00,0.00,29.96,M,10.00,12.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.85,KBVU 280015Z AUTO 03005G12KT 10SM CLR 40/02 A2996 RMK AO2,M
TMT,2022-06-28 00:35,-117.1971,39.4643,1749.34,M,M,M,230.00,8.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KTMT 280035Z AUTO 23008KT 10SM CLR A3022 RMK AO2,M
MEV,2022-06-28 00:35,-119.7500,38.9963,1441.42,91.40,28.40,10.48,250.00,10.00,0.00,30.17,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.53,KMEV 280035Z AUTO 25010G15KT 10SM CLR 33/M02 A3017 RMK AO2,M
BVU,2022-06-28 00:35,-114.8611,35.9475,671.00,104.00,33.80,8.88,20.00,8.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.55,KBVU 280035Z AUTO 02008KT 10SM CLR 40/01 A2995 RMK AO2,M
RTS,2022-06-28 00:35,-119.8764,39.6682,1539.00,87.80,23.00,9.39,250.00,20.00,0.00,30.21,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.43,KRTS 280035Z AUTO 25020G28KT 10SM CLR 31/M05 A3021 RMK AO2,M
BAM,2022-06-28 00:35,-116.8743,40.5990,1382.36,M,M,M,260.00,7.00,0.00,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 280035Z AUTO 26007KT 10SM CLR A3011 RMK AO1,M
HTH,2022-06-28 00:35,-118.6315,38.5448,1282.89,96.80,24.80,7.65,330.00,7.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.40,KHTH 280035Z AUTO 33007KT 10SM CLR 36/M04 A3007 RMK A01,M
P68,2022-06-28 00:53,-116.0056,39.6014,1993.00,93.00,21.00,7.33,270.00,9.00,0.00,30.21,1014.40,M,17.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.13,KP68 280053Z AUTO 27009G17KT 34/M06 A3021 RMK AO1 SLP144 T03391061,M
ELY,2022-06-28 00:53,-114.8453,39.2950,1909.00,87.00,21.00,8.82,270.00,9.00,0.00,30.26,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.81,KELY 280053Z AUTO 27009KT 10SM CLR 31/M06 A3026 RMK AO2 SLP147 T03061061,M
VGT,2022-06-28 00:53,-115.1933,36.2111,667.00,106.00,37.00,9.51,100.00,4.00,0.00,29.94,1012.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.86,KVGT 280053Z 10004KT 10SM CLR 41/03 A2994 RMK AO2 SLP122 T04110028,M
LOL,2022-06-28 00:53,-118.5701,40.0684,1192.43,98.00,24.10,7.14,M,5.00,0.00,30.04,1012.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.42,KLOL 280053Z AUTO VRB05KT 10SM CLR 37/M04 A3004 RMK AO2 SLP125 T03671044,M
MEV,2022-06-28 00:55,-119.7500,38.9963,1441.42,89.60,28.40,11.09,240.00,8.00,0.00,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.17,KMEV 280055Z AUTO 24008KT 10SM CLR 32/M02 A3017 RMK AO2,M
BAM,2022-06-28 00:55,-116.8743,40.5990,1382.36,M,M,M,230.00,7.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 280055Z AUTO 23007KT 10SM CLR A3010 RMK AO1,M
TMT,2022-06-28 00:55,-117.1971,39.4643,1749.34,89.40,28.40,11.16,210.00,6.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.02,KTMT 280055Z AUTO 21006KT 10SM CLR 32/M02 A3022 RMK AO2 T03191020,M
HTH,2022-06-28 00:55,-118.6315,38.5448,1282.89,95.00,26.60,8.71,320.00,10.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.08,KHTH 280055Z AUTO 32010KT 10SM CLR 35/M03 A3007 RMK A01,M
RNO,2022-06-28 00:55,-119.7711,39.4839,1341.00,92.00,28.90,10.54,260.00,17.00,0.00,30.13,1014.30,10.00,23.00,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,86.95,KRNO 280055Z 26017G23KT 10SM FEW100 33/M02 A3013 RMK AO2 SLP143 T03331017,M
BVU,2022-06-28 00:55,-114.8611,35.9475,671.00,104.00,33.80,8.88,40.00,8.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.55,KBVU 280055Z AUTO 04008KT 10SM CLR 40/01 A2994 RMK AO2,M
RTS,2022-06-28 00:55,-119.8764,39.6682,1539.00,87.80,21.20,8.70,250.00,20.00,0.00,30.21,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.33,KRTS 280055Z AUTO 25020G28KT 10SM CLR 31/M06 A3021 RMK AO2,M
WMC,2022-06-28 00:56,-117.8072,40.9019,1315.00,99.00,27.00,7.83,250.00,12.00,0.00,30.07,1013.10,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.44,KWMC 280056Z AUTO 25012G20KT 10SM CLR 37/M03 A3007 RMK AO2 SLP131 T03721028,M
LAS,2022-06-28 00:56,-115.1634,36.0719,663.00,105.00,40.00,10.94,50.00,6.00,0.00,29.95,1011.00,10.00,M,FEW,FEW,M,M,12000.00,18000.00,M,M,M,M,M,M,M,M,M,99.68,KLAS 280056Z 05006KT 10SM FEW120 FEW180 41/04 A2995 RMK AO2 SLP110 T04060044,M
EKO,2022-06-28 00:56,-115.7860,40.8242,1367.00,91.00,34.00,13.32,230.00,5.00,0.00,30.14,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.79,KEKO 280056Z AUTO 23005KT 10SM CLR 33/01 A3014 RMK AO2 SLP149 T03280011,M
NFL,2022-06-28 00:56,-118.7010,39.4166,1199.00,97.00,27.00,8.32,320.00,8.00,0.00,30.05,1014.30,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,90.77,KNFL 280056Z 32008KT 10SM SCT100 36/M03 A3005 RMK AO2 SLP143 T03611028,M
HND,2022-06-28 00:56,-115.1344,35.9729,742.79,103.00,45.00,14.21,30.00,7.00,0.00,29.99,1013.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.83,KHND 280056Z 03007KT 10SM CLR 39/07 A2999 RMK AO2 SLP136 T03940072,M
LSV,2022-06-28 00:58,-115.0343,36.2362,570.00,106.20,40.60,10.88,230.00,3.00,0.00,29.91,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.81,KLSV 280058Z AUTO 23003KT 10SM CLR 41/05 A2991 RMK AO2 SLP098 T04120048 $,M
INS,2022-06-28 00:58,-115.6733,36.5872,955.00,99.50,40.00,12.93,0.00,0.00,0.00,30.02,1011.00,10.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,94.81,KINS 280058Z AUTO 00000KT 10SM FEW150 38/04 A3002 RMK AO2 SLP110 T03750044 $,M
BAM,2022-06-28 01:15,-116.8743,40.5990,1382.36,M,M,M,250.00,9.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 280115Z AUTO 25009KT 10SM CLR A3010 RMK AO1,M
HTH,2022-06-28 01:15,-118.6315,38.5448,1282.89,95.00,28.40,9.38,320.00,9.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.27,KHTH 280115Z AUTO 32009KT 10SM CLR 35/M02 A3006 RMK A01,M
TMT,2022-06-28 01:15,-117.1971,39.4643,1749.34,91.40,28.90,10.70,220.00,7.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.57,KTMT 280115Z AUTO 22007KT 10SM CLR 33/M02 A3021 RMK AO2 T03301017,M
RTS,2022-06-28 01:15,-119.8764,39.6682,1539.00,86.00,21.20,9.21,250.00,16.00,0.00,30.21,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.04,KRTS 280115Z AUTO 25016G29KT 10SM CLR 30/M06 A3021 RMK AO2,M
MEV,2022-06-28 01:15,-119.7500,38.9963,1441.42,89.60,26.60,10.30,230.00,8.00,0.00,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.02,KMEV 280115Z AUTO 23008KT 210V270 10SM CLR 32/M03 A3017 RMK AO2,M
BVU,2022-06-28 01:15,-114.8611,35.9475,671.00,104.00,33.80,8.88,50.00,7.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.55,KBVU 280115Z AUTO 05007KT 10SM CLR 40/01 A2994 RMK AO2,M
BAM,2022-06-28 01:35,-116.8743,40.5990,1382.36,M,M,M,0.00,0.00,0.00,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 280135Z AUTO 00000KT 10SM CLR A3009 RMK AO1,M
HTH,2022-06-28 01:35,-118.6315,38.5448,1282.89,95.00,32.00,10.85,330.00,8.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.71,KHTH 280135Z AUTO 33008KT 10SM CLR 35/00 A3007 RMK A01,M
TMT,2022-06-28 01:35,-117.1971,39.4643,1749.34,91.00,28.80,10.79,200.00,10.00,0.00,30.21,M,10.00,M,SCT,M,M,M,100.00,M,M,M,M,M,M,M,M,M,M,86.26,KTMT 280135Z AUTO 20010KT 10SM SCT001 33/M02 A3021 RMK AO2 T03281018,M
RTS,2022-06-28 01:35,-119.8764,39.6682,1539.00,86.00,21.20,9.21,250.00,20.00,0.00,30.22,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.04,KRTS 280135Z AUTO 25020G29KT 10SM CLR 30/M06 A3022 RMK AO2,M
BVU,2022-06-28 01:35,-114.8611,35.9475,671.00,104.00,35.60,9.54,40.00,6.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,97.85,KBVU 280135Z AUTO 04006KT 10SM CLR 40/02 A2995 RMK AO2,M
MEV,2022-06-28 01:35,-119.7500,38.9963,1441.42,87.80,26.60,10.91,230.00,9.00,0.00,30.18,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.69,KMEV 280135Z AUTO 23009G16KT 10SM CLR 31/M03 A3018 RMK AO2,M
DRA,2022-06-28 01:53,-116.0278,36.6206,1009.00,99.00,35.00,10.87,240.00,8.00,0.00,30.03,1011.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.48,KDRA 280153Z AUTO 24008KT 10SM CLR 37/02 A3003 RMK AO2 SLP110 T03720017,M
ELY,2022-06-28 01:53,-114.8453,39.2950,1909.00,86.00,21.90,9.49,210.00,3.00,0.00,30.26,1013.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.08,KELY 280153Z AUTO 21003KT 10SM CLR 30/M06 A3026 RMK AO2 SLP138 T03001056,M
VGT,2022-06-28 01:53,-115.1933,36.2111,667.00,105.00,37.00,9.76,100.00,4.00,0.00,29.94,1012.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.07,KVGT 280153Z 10004KT 10SM CLR 41/03 A2994 RMK AO2 SLP123 T04060028,M
LOL,2022-06-28 01:53,-118.5701,40.0684,1192.43,96.00,27.00,8.56,280.00,16.00,0.00,30.03,1012.20,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.03,KLOL 280153Z AUTO 28016G22KT 10SM CLR 36/M03 A3003 RMK AO2 SLP122 T03561028,M
P68,2022-06-28 01:53,-116.0056,39.6014,1993.00,88.00,21.90,8.90,260.00,5.00,0.00,30.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.51,KP68 280153Z AUTO 26005KT 31/M06 A3021 RMK AO1 SLPNO T03111056,M
TMT,2022-06-28 01:55,-117.1971,39.4643,1749.34,88.70,29.10,11.75,240.00,5.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.57,KTMT 280155Z AUTO 24005KT 10SM CLR 32/M02 A3022 RMK AO2 T03151016,M
BVU,2022-06-28 01:55,-114.8611,35.9475,671.00,102.20,35.60,10.07,20.00,6.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.30,KBVU 280155Z AUTO 02006KT 10SM CLR 39/02 A2995 RMK AO2,M
RNO,2022-06-28 01:55,-119.7711,39.4839,1341.00,90.00,27.00,10.34,240.00,13.00,0.00,30.14,1014.70,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.35,KRNO 280155Z 24013G19KT 10SM CLR 32/M03 A3014 RMK AO2 SLP147 T03221028,M
RTS,2022-06-28 01:55,-119.8764,39.6682,1539.00,84.20,21.20,9.76,240.00,15.00,0.00,30.23,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.77,KRTS 280155Z AUTO 24015G26KT 10SM CLR 29/M06 A3023 RMK AO2,M
MEV,2022-06-28 01:55,-119.7500,38.9963,1441.42,86.00,26.60,11.55,280.00,14.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.39,KMEV 280155Z AUTO 28014KT 10SM CLR 30/M03 A3018 RMK AO2,M
BAM,2022-06-28 01:55,-116.8743,40.5990,1382.36,M,M,M,300.00,4.00,0.00,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBAM 280155Z AUTO 30004KT 10SM CLR A3009 RMK AO1,M
HTH,2022-06-28 01:55,-118.6315,38.5448,1282.89,95.00,32.00,10.85,340.00,8.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.71,KHTH 280155Z AUTO 34008KT 10SM CLR 35/M00 A3007 RMK A01,M
