station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BVU,2023-08-01 00:15,-114.8611,35.9475,671.00,93.20,55.40,28.10,210.00,17.00,0.00,29.89,M,9.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.35,KBVU 010015Z AUTO 21017G25KT 9SM CLR 34/13 A2989 RMK AO2 LTG DSNT E AND SW,M
CXP,2023-08-01 00:15,-119.7326,39.1923,1431.00,87.80,32.00,13.59,280.00,14.00,0.00,30.11,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.08,KCXP 010015Z AUTO 28014G22KT 10SM CLR 31/M00 A3011 RMK AO2,M
RTS,2023-08-01 00:15,-119.8764,39.6682,1539.00,87.80,19.40,8.06,250.00,17.00,0.00,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.23,KRTS 010015Z AUTO 25017KT 10SM CLR 31/M07 A3013 RMK AO2,M
05U,2023-08-01 00:15,-116.0051,39.6042,1811.23,84.20,37.40,18.91,M,M,0.00,30.16,M,5.00,M,M,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,81.38,K05U 010015Z AUTO 5SM HZ 29/03 A3016 RMK A01,M
MEV,2023-08-01 00:15,-119.7500,38.9963,1441.42,84.20,32.00,15.25,210.00,12.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.28,KMEV 010015Z AUTO 21012KT 10SM CLR 29/M00 A3010 RMK AO2,M
HTH,2023-08-01 00:15,-118.6315,38.5448,1282.89,95.00,32.00,10.85,320.00,13.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.71,KHTH 010015Z AUTO 32013KT 10SM CLR 35/M00 A2999 RMK A01,M
TMT,2023-08-01 00:15,-117.1971,39.4643,1749.34,88.70,33.30,13.92,330.00,9.00,0.00,30.12,M,M,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.83,KTMT 010015Z AUTO 33009G17KT CLR 32/01 A3012 RMK AO2 T03150007 PWINO,M
10U,2023-08-01 00:15,-116.1876,41.9532,1637.00,91.40,28.40,10.48,180.00,6.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.53,K10U 010015Z AUTO 18006KT 10SM CLR 33/M02 A3010 RMK AO2,M
BAM,2023-08-01 00:15,-116.8743,40.5990,1382.36,96.80,35.60,11.86,350.00,12.00,0.00,30.01,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.72,KBAM 010015Z AUTO 35012G16KT 10SM CLR 36/02 A3001 RMK AO1,M
HND,2023-08-01 00:20,-115.1344,35.9729,742.79,98.60,53.60,22.29,200.00,11.00,0.00,29.92,M,10.00,14.00,CLR,M,M,M,M,M,M,M,VCTS,M,M,M,M,M,M,96.51,KHND 010020Z 20011G14KT 10SM VCTS CLR 37/12 A2992 RMK AO2 LTG DSNT E-S TSB14,M
BVU,2023-08-01 00:35,-114.8611,35.9475,671.00,91.40,55.40,29.72,220.00,19.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.53,KBVU 010035Z AUTO 22019KT 10SM CLR 33/13 A2989 RMK AO2 LTG DSNT ALQDS,M
CXP,2023-08-01 00:35,-119.7326,39.1923,1431.00,87.80,32.00,13.59,260.00,9.00,0.00,30.11,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.08,KCXP 010035Z AUTO 26009G17KT 240V300 10SM CLR 31/M00 A3011 RMK AO2,M
RTS,2023-08-01 00:35,-119.8764,39.6682,1539.00,86.00,15.80,7.31,250.00,14.00,0.00,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.78,KRTS 010035Z AUTO 25014KT 10SM CLR 30/M09 A3013 RMK AO2,M
05U,2023-08-01 00:35,-116.0051,39.6042,1811.23,82.40,37.40,20.04,M,M,0.00,30.17,M,6.00,M,M,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,80.14,K05U 010035Z AUTO 6SM HZ 28/03 A3017 RMK A01,M
MEV,2023-08-01 00:35,-119.7500,38.9963,1441.42,84.20,33.80,16.39,210.00,8.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.30,KMEV 010035Z AUTO 21008KT 10SM CLR 29/01 A3010 RMK AO2,M
HTH,2023-08-01 00:35,-118.6315,38.5448,1282.89,93.20,30.20,10.67,320.00,13.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.09,KHTH 010035Z AUTO 32013KT 10SM CLR 34/M01 A2999 RMK A01,M
TMT,2023-08-01 00:35,-117.1971,39.4643,1749.34,88.00,33.80,14.52,340.00,7.00,0.00,30.12,M,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.26,KTMT 010035Z AUTO 34007KT CLR 31/01 A3012 RMK AO2 T03120010 PWINO,M
10U,2023-08-01 00:35,-116.1876,41.9532,1637.00,91.40,28.40,10.48,270.00,12.00,0.00,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.53,K10U 010035Z AUTO 27012KT 250V310 10SM CLR 33/M02 A3011 RMK AO2,M
BAM,2023-08-01 00:35,-116.8743,40.5990,1382.36,96.80,33.80,11.04,350.00,11.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.44,KBAM 010035Z AUTO 35011KT 10SM CLR 36/01 A3001 RMK AO1,M
HND,2023-08-01 00:39,-115.1344,35.9729,742.79,96.80,55.40,25.15,170.00,18.00,0.00,29.93,M,10.00,23.00,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,95.14,KHND 010039Z 17018G23KT 10SM SCT095 36/13 A2993 RMK AO2 LTG DSNT NE-S TSB14E33,M
P68,2023-08-01 00:53,-116.0056,39.6014,1993.00,85.00,35.00,16.76,M,5.00,0.00,30.12,1011.40,M,22.00,M,M,M,M,M,M,M,M,M,M,M,M,60.00,200.00,2023-08-01 00:29,81.91,KP68 010053Z AUTO VRB05G22KT 29/02 A3012 RMK AO1 PK WND 20060/0029 SLP114 T02940017,M
DRA,2023-08-01 00:53,-116.0278,36.6206,1009.00,91.00,46.00,21.24,220.00,14.00,0.00,29.97,1009.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,240.00,2023-08-01 00:12,87.45,KDRA 010053Z AUTO 22014KT 10SM CLR 33/08 A2997 RMK AO2 PK WND 24026/0012 SLP095 T03280078,M
ELY,2023-08-01 00:53,-114.8453,39.2950,1909.00,77.00,44.00,30.90,140.00,17.00,0.00,30.21,1013.00,10.00,28.00,BKN,M,M,M,11000.00,M,M,M,VCTS,M,M,M,39.00,160.00,2023-08-01 00:14,77.00,KELY 010053Z AUTO 14017G28KT 10SM VCTS BKN110 25/07 A3021 RMK AO2 PK WND 16039/0014 LTG DSNT E SLP130 T02500067,M
VGT,2023-08-01 00:53,-115.1933,36.2111,667.00,101.00,50.00,18.15,160.00,9.00,0.00,29.87,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.04,KVGT 010053Z 16009KT 10SM CLR 38/10 A2987 RMK AO2 LTG DSNT E SLP098 T03830100,M
LOL,2023-08-01 00:53,-118.5701,40.0684,1192.43,94.00,33.00,11.65,100.00,5.00,0.00,29.97,1010.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.06,KLOL 010053Z AUTO 10005KT 10SM CLR 34/01 A2997 RMK AO2 SLP109 T03440006,M
BVU,2023-08-01 00:55,-114.8611,35.9475,671.00,87.80,60.80,40.41,210.00,15.00,0.00,29.90,M,7.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.75,KBVU 010055Z AUTO 21015G20KT 7SM CLR 31/16 A2990 RMK AO2,M
CXP,2023-08-01 00:55,-119.7326,39.1923,1431.00,86.00,32.00,14.40,280.00,10.00,0.00,30.11,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.64,KCXP 010055Z AUTO 28010G15KT 10SM CLR 30/00 A3011 RMK AO2,M
INS,2023-08-01 00:55,-115.6733,36.5872,955.00,95.00,44.80,17.92,260.00,7.00,0.00,29.94,1008.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.08,KINS 010055Z AUTO 26007KT 10SM CLR 35/07 A2994 RMK AO2 SLP084 T03500071 $,M
RNO,2023-08-01 00:55,-119.7711,39.4839,1341.00,92.00,25.00,8.94,280.00,12.00,0.00,30.06,1011.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,86.68,KRNO 010055Z 28012KT 10SM BKN250 33/M04 A3006 RMK AO2 SLP119 T03331039,M
RTS,2023-08-01 00:55,-119.8764,39.6682,1539.00,86.00,12.20,6.24,250.00,14.00,0.00,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.64,KRTS 010055Z AUTO 25014KT 10SM CLR 30/M11 A3014 RMK AO2,M
05U,2023-08-01 00:55,-116.0051,39.6042,1811.23,86.00,35.60,16.63,M,M,0.00,30.14,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.69,K05U 010055Z AUTO 10SM 30/02 A3014 RMK A01,M
MEV,2023-08-01 00:55,-119.7500,38.9963,1441.42,84.20,30.20,14.18,220.00,6.00,0.00,30.10,M,10.00,11.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.26,KMEV 010055Z AUTO 22006G11KT 10SM CLR 29/M01 A3010 RMK AO2,M
HTH,2023-08-01 00:55,-118.6315,38.5448,1282.89,93.20,30.20,10.67,320.00,11.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.09,KHTH 010055Z AUTO 32011KT 10SM CLR 34/M01 A2999 RMK A01,M
TMT,2023-08-01 00:55,-117.1971,39.4643,1749.34,89.60,34.00,13.92,310.00,8.00,0.00,30.12,M,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.59,KTMT 010055Z AUTO 31008KT CLR 32/01 A3012 RMK AO2 T03200011 PWINO,M
BAM,2023-08-01 00:55,-116.8743,40.5990,1382.36,96.80,33.80,11.04,340.00,11.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.44,KBAM 010055Z AUTO 34011KT 10SM CLR 36/01 A3001 RMK AO1,M
10U,2023-08-01 00:55,-116.1876,41.9532,1637.00,89.60,28.40,11.09,280.00,12.00,0.00,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.17,K10U 010055Z AUTO 28012KT 10SM CLR 32/M02 A3011 RMK AO2,M
LSV,2023-08-01 00:55,-115.0343,36.2362,570.00,100.00,53.00,20.90,160.00,10.00,0.00,29.82,1006.80,10.00,M,BKN,M,M,M,16000.00,M,M,M,FU,M,M,M,M,M,M,97.82,KLSV 010055Z 16010KT 10SM FU BKN160 38/12 A2982 RMK A02A SLP068 T03770116,M
EKO,2023-08-01 00:56,-115.7860,40.8242,1367.00,93.00,32.00,11.55,290.00,7.00,0.00,30.04,1011.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.15,KEKO 010056Z AUTO 29007KT 260V320 10SM CLR 34/00 A3004 RMK AO2 SLP110 T03390000,M
WMC,2023-08-01 00:56,-117.8072,40.9019,1315.00,95.00,28.00,9.22,230.00,12.00,0.00,30.01,1011.00,10.00,20.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,89.22,KWMC 010056Z AUTO 23012G20KT 10SM FEW120 35/M02 A3001 RMK AO2 SLP110 T03501022,M
NFL,2023-08-01 00:56,-118.7010,39.4166,1199.00,95.00,31.00,10.42,0.00,0.00,0.00,29.97,1012.20,10.00,M,FEW,SCT,SCT,M,7000.00,15000.00,22000.00,M,M,M,M,M,M,M,M,89.58,KNFL 010056Z 00000KT 10SM FEW070 SCT150 SCT220 35/M01 A2997 RMK AO2 SLP122 ACSL DSNT ALQDS T03501006,M
HND,2023-08-01 00:56,-115.1344,35.9729,742.79,92.00,57.00,30.91,160.00,16.00,0.00,29.94,1012.00,10.00,24.00,FEW,BKN,BKN,M,6500.00,9000.00,10000.00,M,M,M,M,M,27.00,170.00,2023-08-01 00:41,90.60,KHND 010056Z 16016G24KT 10SM FEW065 BKN090 BKN100 33/14 A2994 RMK AO2 PK WND 17027/0041 LTG DSNT E TSB14E33 SLP120 T03330139,M
TPH,2023-08-01 00:56,-117.0904,38.0505,1654.00,90.00,46.00,21.91,190.00,22.00,0.00,30.09,1010.30,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,180.00,2023-08-01 00:55,86.55,KTPH 010056Z AUTO 19022G29KT 10SM CLR 32/08 A3009 RMK AO2 PK WND 18029/0055 SLP103 T03220078,M
