station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
10U,2025-03-13 00:00,-116.1876,41.9532,1637.00,51.80,32.00,46.59,180.00,13.00,0.00,29.61,M,10.00,22.00,SCT,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,51.80,K10U 130000Z AUTO 18013G22KT 10SM SCT060 OVC075 11/M00 A2961 RMK AO2,M
RTS,2025-03-13 00:05,-119.8764,39.6682,1539.00,48.20,23.00,36.78,200.00,26.00,0.00,29.52,M,10.00,35.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.58,KRTS 130005Z AUTO 20026G35KT 10SM CLR 09/M05 A2952 RMK AO2,M
MEV,2025-03-13 00:05,-119.7500,38.9963,1441.42,46.40,30.20,53.00,200.00,20.00,0.00,29.58,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.26,KMEV 130005Z AUTO 20020G25KT 10SM CLR 08/M01 A2958 RMK AO2,M
TMT,2025-03-13 00:10,-117.1971,39.4643,1749.34,50.50,27.70,41.04,170.00,22.00,0.00,29.65,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.50,KTMT 130010Z AUTO 17022G28KT 10SM CLR 10/M02 A2965 RMK AO2 T01031024,M
BVU,2025-03-13 00:15,-114.8611,35.9475,671.00,62.60,39.20,42.00,190.00,21.00,0.00,29.89,M,10.00,27.00,BKN,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,62.60,KBVU 130015Z AUTO 19021G27KT 10SM BKN070 OVC085 17/04 A2989 RMK AO2,M
BAM,2025-03-13 00:15,-116.8743,40.5990,1382.36,59.00,30.20,33.35,200.00,17.00,0.00,29.58,M,10.00,22.00,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,59.00,KBAM 130015Z AUTO 20017G22KT 10SM BKN095 15/M01 A2958 RMK AO1,M
CXP,2025-03-13 00:15,-119.7326,39.1923,1431.00,48.20,28.40,46.02,190.00,17.00,0.00,29.59,M,10.00,24.00,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,41.30,KCXP 130015Z AUTO 19017G24KT 10SM BKN070 09/M02 A2959 RMK AO2,M
HTH,2025-03-13 00:15,-118.6315,38.5448,1282.89,59.00,21.20,22.95,210.00,33.00,0.00,29.57,M,10.00,42.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KHTH 130015Z AUTO 21033G42KT 10SM CLR 15/M06 A2957 RMK A01,M
10U,2025-03-13 00:20,-116.1876,41.9532,1637.00,51.80,32.00,46.59,180.00,18.00,0.00,29.59,M,10.00,M,SCT,BKN,M,M,6500.00,8000.00,M,M,M,M,M,M,M,M,M,51.80,K10U 130020Z AUTO 18018KT 10SM SCT065 BKN080 11/M00 A2959 RMK AO2,M
TMT,2025-03-13 00:30,-117.1971,39.4643,1749.34,48.40,28.20,45.30,180.00,18.00,0.00,29.64,M,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.34,KTMT 130030Z AUTO 18018G27KT 10SM CLR 09/M02 A2964 RMK AO2 T00911021,M
