station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
05U,2023-08-16 00:10,-116.0051,39.6042,1811.23,82.40,41.00,23.07,M,M,0.00,30.33,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.29,K05U 160010Z AUTO 10SM 28/05 A3033 RMK A01,M
BVU,2023-08-16 00:15,-114.8611,35.9475,671.00,102.20,50.00,17.51,30.00,12.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.28,KBVU 160015Z AUTO 03012KT 10SM CLR 39/10 A2993 RMK AO2,M
CXP,2023-08-16 00:15,-119.7326,39.1923,1431.00,84.20,44.60,24.99,260.00,9.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.73,KCXP 160015Z AUTO 26009KT 10SM CLR 29/07 A3025 RMK AO2,M
RTS,2023-08-16 00:15,-119.8764,39.6682,1539.00,84.20,39.20,20.29,220.00,18.00,0.00,30.25,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.44,KRTS 160015Z AUTO 22018G25KT 10SM CLR 29/04 A3025 RMK AO2,M
MEV,2023-08-16 00:15,-119.7500,38.9963,1441.42,78.80,44.60,29.79,260.00,10.00,0.00,30.25,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KMEV 160015Z AUTO 26010G16KT 10SM CLR 26/07 A3025 RMK AO2,M
HTH,2023-08-16 00:15,-118.6315,38.5448,1282.89,89.60,42.80,19.64,260.00,17.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.93,KHTH 160015Z AUTO 26017KT 10SM CLR 32/06 A3018 RMK A01,M
10U,2023-08-16 00:15,-116.1876,41.9532,1637.00,86.00,39.20,19.15,220.00,13.00,0.00,30.26,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,82.79,K10U 160015Z AUTO 22013KT 10SM SCT110 30/04 A3026 RMK AO2,M
BAM,2023-08-16 00:15,-116.8743,40.5990,1382.36,95.00,41.00,15.49,230.00,9.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.70,KBAM 160015Z AUTO 23009KT 10SM CLR 35/05 A3019 RMK AO1,M
TMT,2023-08-16 00:15,-117.1971,39.4643,1749.34,85.00,44.00,23.80,90.00,5.00,0.00,30.29,M,M,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.27,KTMT 160015Z AUTO 09005G14KT CLR 30/07 A3029 RMK AO2 T02950066 PWINO,M
BVU,2023-08-16 00:35,-114.8611,35.9475,671.00,102.20,50.00,17.51,40.00,12.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.28,KBVU 160035Z AUTO 04012KT 10SM CLR 39/10 A2993 RMK AO2,M
