station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EKO,2024-08-09 00:09,-115.7860,40.8242,1367.00,95.00,34.00,11.76,250.00,11.00,0.00,30.02,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.00,KEKO 090009Z AUTO 25011G17KT 10SM CLR 35/01 A3002 RMK AO2 WSHFT 2349 T03500011 $,M
BVU,2024-08-09 00:15,-114.8611,35.9475,671.00,100.40,55.40,22.54,190.00,7.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.06,KBVU 090015Z AUTO 19007KT 160V220 10SM CLR 38/13 A2979 RMK AO2,M
CXP,2024-08-09 00:15,-119.7326,39.1923,1431.00,89.60,41.00,18.33,260.00,11.00,0.00,30.07,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.82,KCXP 090015Z AUTO 26011G18KT 230V290 10SM CLR 32/05 A3007 RMK AO2,M
05U,2024-08-09 00:15,-116.0051,39.6042,1811.23,M,M,M,250.00,23.00,0.00,30.17,M,7.00,41.00,FEW,BKN,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,M,K05U 090015Z AUTO 25023G41KT 7SM FEW090 BKN120 A3017 RMK A01,M
BAM,2024-08-09 00:15,-116.8743,40.5990,1382.36,96.80,35.60,11.86,350.00,10.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.72,KBAM 090015Z AUTO 35010KT 10SM CLR 36/02 A3000 RMK AO1,M
HTH,2024-08-09 00:15,-118.6315,38.5448,1282.89,95.00,41.00,15.49,310.00,5.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.70,KHTH 090015Z AUTO 31005KT 10SM CLR 35/05 A2997 RMK A01,M
10U,2024-08-09 00:15,-116.1876,41.9532,1637.00,89.60,26.60,10.30,250.00,8.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.02,K10U 090015Z AUTO 25008KT 220V280 10SM CLR 32/M03 A3007 RMK AO2,M
TMT,2024-08-09 00:15,-117.1971,39.4643,1749.34,92.00,38.00,15.12,290.00,18.00,0.00,30.10,M,10.00,22.00,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,87.78,KTMT 090015Z AUTO 29018G22KT 10SM SCT120 33/03 A3010 RMK AO2 T03340033,M
BVU,2024-08-09 00:35,-114.8611,35.9475,671.00,100.40,55.40,22.54,210.00,12.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.06,KBVU 090035Z AUTO 21012KT 10SM CLR 38/13 A2978 RMK AO2,M
CXP,2024-08-09 00:35,-119.7326,39.1923,1431.00,89.60,39.20,17.09,240.00,10.00,0.00,30.07,M,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.73,KCXP 090035Z AUTO 24010G16KT 9SM CLR 32/04 A3007 RMK AO2,M
05U,2024-08-09 00:35,-116.0051,39.6042,1811.23,M,M,M,220.00,15.00,0.00,30.19,M,8.00,22.00,FEW,SCT,BKN,M,6000.00,9500.00,11000.00,M,M,M,M,M,M,M,M,M,K05U 090035Z AUTO 22015G22KT 8SM FEW060 SCT095 BKN110 A3019 RMK A01,M
BAM,2024-08-09 00:35,-116.8743,40.5990,1382.36,95.00,37.40,13.46,350.00,11.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.46,KBAM 090035Z AUTO 35011KT 10SM CLR 35/03 A3000 RMK AO1,M
HTH,2024-08-09 00:35,-118.6315,38.5448,1282.89,89.60,55.40,31.45,190.00,15.00,0.00,29.98,M,6.00,M,FEW,FEW,BKN,M,4500.00,5500.00,12000.00,M,HZ,M,M,M,M,M,M,87.78,KHTH 090035Z AUTO 19015KT 6SM HZ FEW045 FEW055 BKN120 32/13 A2998 RMK A01,M
10U,2024-08-09 00:35,-116.1876,41.9532,1637.00,87.80,26.60,10.91,200.00,9.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.69,K10U 090035Z AUTO 20009KT 10SM CLR 31/M03 A3006 RMK AO2,M
TMT,2024-08-09 00:35,-117.1971,39.4643,1749.34,91.60,37.80,15.19,290.00,13.00,0.00,30.10,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.42,KTMT 090035Z AUTO 29013G17KT 10SM CLR 33/03 A3010 RMK AO2 T03310032,M
P68,2024-08-09 00:53,-116.0056,39.6014,1993.00,81.00,41.00,24.14,280.00,10.00,0.00,30.16,1012.50,M,18.00,M,M,M,M,M,M,M,M,M,M,M,M,31.00,240.00,2024-08-09 00:22,79.43,KP68 090053Z AUTO 28010G18KT 27/05 A3016 RMK AO1 PK WND 24031/0022 SLP125 T02720050,M
DRA,2024-08-09 00:53,-116.0278,36.6206,1009.00,104.00,40.00,11.35,250.00,11.00,0.00,29.85,1004.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.73,KDRA 090053Z AUTO 25011KT 10SM CLR 40/04 A2985 RMK AO2 SLP046 T04000044,M
ELY,2024-08-09 00:53,-114.8453,39.2950,1909.00,88.00,33.00,14.06,0.00,0.00,0.00,30.11,1008.70,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,84.25,KELY 090053Z AUTO 00000KT 10SM FEW110 31/01 A3011 RMK AO2 SLP087 T03110006,M
