station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
05U,2021-01-25 00:10,-116.0051,39.6042,1811.23,30.20,17.60,59.01,0.00,0.00,0.00,29.68,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.20,K05U 250010Z AUTO 00000KT 10SM M01/M08 A2968 RMK A01,M
CXP,2021-01-25 00:15,-119.7326,39.1923,1431.00,37.40,21.20,51.61,230.00,10.00,0.00,29.68,M,10.00,M,FEW,BKN,OVC,M,4600.00,6000.00,8500.00,M,M,M,M,M,M,M,M,29.74,KCXP 250015Z AUTO 23010KT 10SM FEW046 BKN060 OVC085 03/M06 A2968 RMK AO2,M
BAM,2021-01-25 00:15,-116.8743,40.5990,1382.36,28.40,28.40,100.00,90.00,3.00,0.00,29.72,M,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,24.57,KBAM 250015Z AUTO 09003KT 10SM OVC011 M02/M02 A2972 RMK AO1,M
RTS,2021-01-25 00:15,-119.8764,39.6682,1539.00,33.80,19.40,55.14,240.00,10.00,0.00,29.68,M,10.00,M,SCT,OVC,M,M,5000.00,5500.00,M,M,M,M,M,M,M,M,M,25.23,KRTS 250015Z AUTO 24010KT 10SM SCT050 OVC055 01/M07 A2968 RMK AO2,M
HTH,2021-01-25 00:15,-118.6315,38.5448,1282.89,39.20,26.60,60.29,330.00,6.00,0.00,29.67,M,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,34.20,KHTH 250015Z AUTO 33006KT 10SM FEW080 04/M03 A2967 RMK A01,M
TMT,2021-01-25 00:15,-117.1971,39.4643,1749.34,20.70,19.60,95.42,330.00,5.00,0.00,29.68,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.98,KTMT 250015Z AUTO 33005KT 10SM M06/M07 A2968 RMK AO2 T10631069,M
BVU,2021-01-25 00:15,-114.8611,35.9475,671.00,55.40,17.60,22.41,250.00,14.00,0.00,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KBVU 250015Z AUTO 25014KT 10SM CLR 13/M08 A2972 RMK AO2,M
MEV,2021-01-25 00:15,-119.7500,38.9963,1441.42,37.40,19.40,47.80,0.00,0.00,0.00,29.67,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,37.40,KMEV 250015Z AUTO 00000KT 10SM OVC060 03/M07 A2967 RMK AO2,M
05U,2021-01-25 00:30,-116.0051,39.6042,1811.23,28.40,17.60,63.51,0.00,0.00,0.00,29.67,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,K05U 250030Z AUTO 00000KT 10SM M02/M08 A2967 RMK A01,M
MEV,2021-01-25 00:35,-119.7500,38.9963,1441.42,37.40,21.20,51.61,310.00,3.00,0.00,29.67,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,34.86,KMEV 250035Z AUTO 31003KT 10SM OVC050 03/M06 A2967 RMK AO2,M
